no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
1,0,0,3,0,71,0,0,0,0,1
1,0,0,1,0,4,0,0,0,0,1
2,0,1,1,0,247,0,0,0,1,0
2,0,1,2,0,186,0,0,0,0,1
2,0,1,3,0,45,0,0,0,0,1
2,0,1,3,0,36,0,0,0,0,1
2,0,2,0,0,89,0,0,0,1,0
2,0,2,0,0,61,0,0,0,0,1
2,0,2,1,0,64,0,0,0,1,1
2,0,2,1,0,31,0,0,0,0,0
1,0,2,4,0,327,0,0,0,0,1
2,0,0,1,0,443,0,0,0,0,0
2,0,0,3,0,34,0,0,0,0,1
2,0,1,2,0,22,0,0,0,1,1
3,0,0,2,0,50,0,0,0,2,1
3,0,0,1,1,186,0,0,0,0,0
1,0,0,1,0,11,0,0,0,2,1
2,0,0,2,0,7,0,0,0,0,1
0,2,0,1,0,201,0,0,0,0,0
2,0,1,2,0,168,0,0,0,0,0
1,0,0,1,0,5,1,0,2,0,1
2,0,0,2,0,25,0,0,0,1,1
2,0,0,3,0,35,0,0,0,0,0
3,0,2,2,0,49,0,0,0,1,1
2,0,0,2,0,53,0,0,0,0,1
2,0,1,2,0,280,0,0,0,0,0
2,0,2,1,0,100,0,0,0,2,1
2,0,0,1,0,30,0,0,0,0,0
2,0,0,4,0,49,0,0,0,0,1
2,0,0,2,0,5,0,0,0,1,1
2,0,1,1,0,28,0,0,0,1,1
1,0,1,1,0,118,0,0,0,0,1
2,0,2,4,0,164,0,0,0,0,0
2,2,0,4,0,24,0,0,0,1,1
2,0,0,2,0,346,0,0,0,1,0
2,0,2,5,0,140,0,0,0,0,1
1,0,0,1,0,99,0,0,0,0,1
3,0,1,4,0,79,0,0,0,0,1
1,0,1,2,0,80,0,0,0,0,1
2,0,1,1,0,267,0,0,0,0,0
2,0,2,1,0,71,0,0,0,0,1
2,0,0,2,0,74,0,0,0,0,1
2,1,2,1,1,3,0,0,0,1,1
2,0,2,0,0,7,0,0,0,2,1
2,0,1,4,0,275,0,0,0,0,0
2,0,0,2,1,4,0,0,0,1,1
2,0,0,1,0,62,0,0,0,2,1
2,0,0,2,0,24,0,0,0,2,1
1,0,0,2,0,188,0,0,0,0,0
2,0,2,1,0,221,0,0,0,0,1
2,0,0,3,0,3,0,0,0,1,1
2,0,0,1,0,31,0,0,0,0,1
1,0,2,2,0,75,0,0,0,3,1
2,0,1,3,0,332,0,0,0,0,0
1,0,0,1,0,3,0,0,0,1,1
1,0,2,2,0,162,0,0,0,0,0
0,2,2,2,0,158,0,0,0,2,0
2,0,0,1,0,11,0,0,0,1,1
3,0,1,2,0,50,0,0,0,1,1
2,0,2,1,0,44,0,0,0,0,1
2,1,1,2,0,6,0,0,0,0,0
2,1,0,1,0,92,0,0,0,2,1
2,0,2,1,0,131,0,0,0,0,0
1,0,0,1,0,103,0,0,0,0,0
1,0,0,2,0,6,0,0,0,0,1
1,0,0,1,0,46,0,0,0,2,1
2,0,0,2,0,1,1,1,0,0,1
2,0,0,1,0,3,0,0,0,0,1
2,0,0,4,0,76,0,0,0,0,1
2,0,1,4,0,65,0,0,0,1,1
2,2,0,1,1,28,0,0,0,2,1
2,0,2,2,0,99,0,0,0,0,0
1,0,0,1,1,1,1,1,4,1,1
1,0,1,1,0,301,0,0,0,0,1
2,0,2,3,1,10,0,0,0,1,1
2,0,0,4,0,63,0,0,0,1,1
1,0,0,2,0,257,0,0,0,0,1
1,0,0,1,0,2,0,0,0,0,1
1,0,0,3,0,166,0,0,0,0,0
2,0,1,3,0,105,0,0,0,1,1
2,2,0,3,0,24,0,0,0,2,1
2,2,2,1,0,17,0,0,0,0,0
2,0,0,1,0,15,0,0,0,0,1
2,0,2,2,0,4,0,0,0,0,0
2,0,0,2,0,65,0,0,0,2,1
1,0,2,3,0,36,0,0,0,0,1
3,0,1,1,0,40,0,0,0,0,1
1,0,0,3,0,308,0,0,0,2,0
2,0,0,2,0,308,0,0,0,0,0
3,0,1,3,0,28,0,0,0,2,1
1,0,1,2,0,280,0,0,0,0,0
2,0,1,1,0,155,0,0,0,1,1
2,0,1,4,0,0,0,0,0,1,1
2,0,0,3,0,276,0,0,0,0,0
2,0,0,3,0,276,0,0,0,0,0
2,0,1,2,0,144,0,0,0,0,0
1,0,2,1,0,220,0,0,0,0,0
1,0,2,6,0,115,0,0,0,0,0
2,0,1,2,0,37,0,0,0,1,1
2,0,2,2,0,50,0,0,0,0,0
2,0,0,2,0,177,0,0,0,0,0
1,0,0,2,0,20,0,0,0,0,0
2,0,0,4,0,217,0,0,0,2,0
1,0,0,2,0,19,0,0,0,0,1
1,0,2,4,0,69,0,0,0,0,0
2,0,0,2,0,41,0,0,0,0,1
2,0,2,1,0,69,0,0,0,0,1
2,0,1,4,0,96,0,0,0,2,1
2,0,0,2,0,55,0,0,0,0,1
2,0,0,1,0,28,0,0,0,0,0
2,0,0,1,0,220,0,0,0,0,0
1,0,0,1,0,1,0,0,0,0,1
1,0,1,1,0,6,0,0,0,0,1
2,0,0,3,1,87,0,0,0,2,1
1,0,1,2,0,11,0,0,0,0,1
2,0,2,3,0,109,0,0,0,1,1
2,0,0,2,0,0,0,0,0,0,1
2,0,0,3,0,7,0,0,0,1,1
2,0,1,0,0,6,0,0,0,1,1
3,0,1,1,0,100,0,0,0,2,1
3,0,2,3,0,49,0,0,0,0,0
2,1,2,5,0,147,0,0,0,0,0
2,0,1,2,0,168,0,0,0,0,0
2,1,1,2,0,16,0,0,0,0,0
2,0,0,2,0,291,0,0,0,0,0
3,0,0,2,0,239,0,0,0,1,0
2,2,2,1,0,5,0,0,0,0,1
2,1,1,1,0,35,0,0,0,2,1
2,0,1,2,0,95,0,0,0,2,1
2,0,1,3,0,34,0,0,0,0,1
2,0,0,3,0,10,0,0,0,0,0
2,0,1,0,0,15,0,0,0,2,1
2,0,1,2,0,7,0,0,0,0,1
1,0,0,3,0,113,0,0,0,0,0
1,0,0,4,0,9,0,0,0,0,1
2,0,1,4,0,54,0,0,0,1,1
1,0,0,1,0,55,0,0,0,0,1
2,0,0,1,0,91,0,0,0,0,0
1,0,1,3,0,56,0,0,0,2,1
2,0,1,2,0,144,0,0,0,0,0
2,0,2,1,0,8,0,0,0,1,1
2,0,1,4,0,84,0,0,0,0,1
2,2,0,3,0,45,0,0,0,2,1
2,0,0,2,0,4,0,0,0,0,1
2,1,0,2,0,155,0,0,0,0,0
2,0,2,2,0,39,0,0,0,0,1
1,0,2,0,0,4,0,0,0,1,1
2,1,1,0,0,74,0,0,0,0,1
2,0,2,2,0,44,0,0,0,0,1
2,0,2,2,0,27,0,0,0,2,1
2,0,1,2,0,69,0,0,0,0,1
2,0,1,0,0,3,0,0,0,0,1
2,0,2,2,0,9,0,0,0,2,1
2,0,1,2,0,7,0,0,0,2,1
3,0,1,2,0,103,0,0,0,1,0
2,0,0,3,0,304,0,0,0,0,0
1,0,0,1,0,2,0,0,0,0,1
2,0,0,3,0,65,0,0,0,0,0
1,0,0,2,0,192,0,0,0,0,1
2,1,0,1,0,5,0,0,0,3,1
1,0,4,10,0,14,0,0,0,0,0
1,0,1,0,0,8,0,0,0,2,1
2,0,1,2,0,129,0,0,0,1,1
2,0,0,2,0,111,0,0,0,1,1
2,0,0,2,0,21,0,0,0,0,1
2,0,1,2,0,17,0,0,0,1,1
2,0,2,1,0,104,0,0,0,0,1
2,0,1,1,0,69,0,0,0,0,0
2,0,1,2,0,290,0,0,0,0,0
2,0,1,2,0,4,0,0,0,0,0
1,0,1,3,0,2,0,0,0,1,1
2,0,0,1,1,20,0,0,0,1,1
0,2,0,3,0,104,0,0,0,2,1
2,0,0,2,0,58,0,0,0,0,0
2,0,1,2,0,35,0,0,0,1,1
1,0,2,4,0,18,0,0,0,0,1
2,0,1,0,1,51,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,1
2,0,1,4,0,83,0,0,0,1,1
1,0,2,5,0,2,0,0,0,0,1
1,2,0,2,0,1,0,0,0,4,1
2,0,2,3,0,16,0,0,0,0,1
2,0,2,1,0,48,0,0,0,0,0
2,0,0,4,0,296,0,0,0,1,0
2,0,1,3,0,240,0,0,0,0,0
2,0,1,3,0,219,0,0,0,0,0
2,0,0,2,0,2,0,0,0,0,1
2,0,2,2,0,69,0,0,0,1,1
2,0,0,2,0,5,0,0,0,1,1
2,0,1,2,0,47,0,0,0,1,0
2,2,0,2,1,8,0,0,0,1,1
2,1,2,2,0,42,0,0,0,0,0
2,0,0,1,0,28,0,0,0,1,1
2,0,2,1,0,109,0,0,0,1,1
2,0,0,4,0,180,0,0,0,0,0
2,0,0,1,0,0,0,0,0,2,1
1,0,0,1,0,1,1,2,2,3,1
2,0,2,1,0,54,0,0,0,0,1
2,0,1,2,0,157,0,0,0,0,0
2,1,2,2,0,52,0,0,0,3,1
2,0,2,3,0,186,0,0,0,1,1
2,0,0,2,0,84,0,0,0,0,0
2,0,0,3,0,75,0,0,0,1,1
1,0,0,2,0,273,0,0,0,0,1
2,0,0,3,0,304,0,0,0,0,0
2,0,1,1,0,35,0,0,0,1,1
2,0,2,1,0,83,0,0,0,0,1
2,0,2,4,0,228,0,0,0,0,0
2,0,0,3,0,59,0,0,0,1,1
2,0,2,4,0,82,0,0,0,0,1
2,0,1,3,0,69,0,0,0,0,1
1,0,1,2,0,206,0,0,0,0,0
2,0,0,2,0,56,0,0,0,0,1
2,0,0,5,0,45,0,0,0,0,1
1,0,0,3,0,47,0,0,0,0,1
2,0,0,1,0,31,0,0,0,0,0
2,0,0,3,0,34,0,0,0,0,1
2,0,2,5,0,117,0,0,0,1,0
2,0,1,3,0,24,0,0,0,0,1
2,0,0,2,0,102,0,0,0,0,0
1,0,0,1,0,1,0,0,0,2,1
2,0,0,2,0,22,0,0,0,0,1
2,1,0,2,0,17,0,0,0,3,1
2,0,2,2,0,0,0,0,0,0,0
2,0,0,4,0,113,0,0,0,0,0
2,0,0,3,0,136,0,0,0,0,0
2,0,1,2,0,27,0,0,0,0,1
3,0,2,4,0,111,0,0,0,0,0
2,0,1,3,0,79,0,0,0,0,0
2,0,1,0,1,1,0,0,0,1,1
2,0,2,2,0,22,0,0,0,1,1
1,0,1,1,0,0,0,0,0,0,1
3,0,2,5,0,125,0,0,0,0,1
2,0,2,3,0,20,0,0,0,1,1
2,0,0,4,0,179,0,0,0,2,1
2,0,0,1,0,221,0,0,0,1,1
2,0,3,5,0,147,0,0,0,1,1
1,0,1,2,0,80,0,0,0,0,1
2,0,2,2,0,56,0,0,0,0,1
1,0,2,0,0,95,0,0,0,2,0
2,0,1,2,0,36,0,0,0,2,1
1,0,0,1,0,8,0,0,0,0,1
1,0,0,2,0,8,0,0,0,1,1
2,0,0,2,0,188,0,0,0,1,0
2,0,1,4,0,35,0,0,0,2,0
1,0,0,2,0,164,0,0,0,0,0
2,0,1,4,0,134,0,0,0,1,1
2,0,1,2,0,160,0,0,0,0,0
2,0,1,0,1,1,0,0,0,1,1
1,2,1,2,0,108,0,0,0,1,1
2,0,0,2,0,39,0,0,0,0,1
2,0,1,3,0,51,0,0,0,1,1
2,0,1,0,0,64,0,0,0,0,1
2,0,1,3,0,290,0,0,0,0,0
1,0,0,1,0,221,0,0,0,0,1
2,0,2,5,0,49,0,0,0,1,1
2,0,2,5,1,10,0,0,0,2,1
2,0,0,2,1,80,0,0,0,0,1
2,0,2,5,0,98,0,0,0,1,1
2,0,0,4,0,270,0,0,0,0,1
2,0,0,4,0,76,0,0,0,2,1
2,0,2,1,0,25,0,0,0,2,1
2,0,1,3,0,60,0,0,0,1,1
2,0,0,4,0,92,0,0,0,2,1
2,0,2,2,0,36,0,0,0,1,1
3,0,1,3,0,63,0,0,0,2,1
2,0,2,2,0,43,0,0,0,2,1
2,0,1,1,0,301,0,0,0,1,0
2,0,0,3,0,71,0,0,0,0,1
3,0,1,2,0,229,0,0,0,0,0
2,0,1,3,0,129,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,1
1,0,3,10,0,5,0,0,0,2,0
2,0,0,1,0,19,0,0,0,2,1
2,0,0,2,0,37,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,40,0,0,0,1,1
2,0,2,1,1,147,0,0,0,1,1
2,2,2,1,0,36,0,0,0,0,0
2,0,0,2,0,15,0,0,0,0,1
3,0,2,3,0,31,0,0,0,1,0
1,0,0,1,0,2,0,0,0,0,1
2,0,2,4,1,6,0,0,0,3,1
2,1,0,1,0,99,0,0,0,0,0
2,2,1,1,1,190,0,0,0,2,0
2,0,1,3,0,53,0,0,0,0,1
2,0,2,0,0,25,0,0,0,2,1
2,0,2,3,0,7,0,0,0,1,1
1,0,0,2,0,80,0,0,0,0,1
1,0,1,0,1,62,0,0,0,0,1
2,0,0,2,0,4,0,0,0,1,1
2,0,2,5,0,116,0,0,0,2,1
2,0,1,3,0,161,0,0,0,0,0
1,0,1,1,0,2,0,0,0,2,1
2,0,1,1,0,73,0,0,0,0,1
2,0,0,4,0,191,0,0,0,1,0
2,0,1,2,0,101,0,0,0,0,0
2,0,2,2,0,50,0,0,0,0,1
3,0,0,3,0,46,0,0,0,2,1
2,0,0,2,0,142,0,0,0,0,0
2,0,2,2,0,96,0,0,0,2,1
3,0,0,2,0,6,0,0,0,0,1
2,0,0,2,0,81,0,0,0,0,0
2,1,2,2,0,37,0,0,0,1,1
3,0,1,1,0,33,0,0,0,2,1
2,0,1,2,0,5,0,0,0,2,1
1,0,0,3,0,1,0,0,0,0,1
1,0,1,2,0,180,0,0,0,0,0
1,0,0,2,0,0,1,0,27,3,1
1,0,0,1,0,13,1,0,4,0,1
2,0,2,2,0,8,0,0,0,1,1
2,0,0,3,0,148,0,0,0,0,1
2,0,1,2,0,56,0,0,0,0,1
2,0,1,0,0,25,0,0,0,0,0
1,0,0,1,0,11,0,0,0,0,1
1,0,0,3,0,73,0,0,0,0,1
2,0,1,4,0,27,0,0,0,1,1
2,0,1,0,0,1,0,0,0,0,0
2,0,1,0,0,284,0,0,0,0,0
2,0,2,1,0,0,0,0,0,0,0
2,0,1,3,0,96,0,0,0,0,0
2,0,2,5,0,12,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,1
1,0,2,1,0,122,0,0,0,0,1
2,1,0,2,0,127,0,0,0,3,1
1,0,0,2,0,1,0,0,0,0,1
2,0,0,3,0,41,0,0,0,0,1
2,0,1,0,0,21,0,0,0,3,1
2,0,0,1,0,109,0,0,0,0,0
3,0,1,4,0,53,0,0,0,1,1
2,0,1,3,0,250,0,0,0,0,0
2,2,0,1,1,2,0,0,0,2,1
2,0,1,4,0,13,0,0,0,0,1
2,0,1,3,0,1,0,0,0,0,1
1,0,0,2,0,32,0,0,0,0,1
2,0,1,0,0,3,0,0,0,1,1
2,0,0,2,1,30,0,0,0,0,1
2,0,0,2,0,16,0,0,0,1,1
1,0,2,1,0,93,0,0,0,0,0
1,1,2,3,0,172,0,0,0,1,1
1,0,2,3,0,269,0,0,0,0,1
2,0,1,3,0,27,0,0,0,0,1
1,0,1,2,0,21,0,0,0,1,1
2,0,1,5,0,27,0,0,0,0,1
1,0,0,1,0,43,0,0,0,2,1
2,0,1,2,0,162,0,0,0,2,1
1,0,1,2,0,26,0,0,0,0,1
3,0,1,2,0,103,0,0,0,0,0
2,0,1,3,0,95,0,0,0,2,1
3,0,1,0,0,6,0,0,0,1,1
2,0,0,1,0,134,0,0,0,0,1
2,0,0,3,0,5,0,0,0,0,0
2,0,2,2,0,5,0,0,0,0,1
2,0,1,1,0,25,0,0,0,1,1
1,0,0,1,0,0,1,0,23,2,1
2,2,1,3,0,38,0,0,0,0,0
2,0,2,2,0,24,0,0,0,1,1
1,0,0,2,0,188,0,0,0,0,0
2,0,1,2,0,12,0,0,0,1,1
2,0,0,2,0,59,0,0,0,2,1
2,0,0,2,0,94,0,0,0,0,1
1,0,0,2,0,164,0,0,0,0,1
2,0,0,2,0,9,0,0,0,0,1
2,0,1,0,0,19,0,0,0,2,1
1,0,0,3,0,11,0,0,0,0,1
1,0,1,0,0,20,0,0,0,2,1
2,0,0,4,0,92,0,0,0,0,1
2,0,1,3,0,113,0,0,0,1,1
1,0,0,3,0,36,0,0,0,0,0
2,1,2,5,0,180,0,0,0,1,0
1,0,1,2,0,31,0,0,0,2,1
1,0,0,2,0,107,0,0,0,0,1
3,0,1,0,0,2,0,0,0,1,0
2,2,1,3,0,21,0,0,0,0,0
2,0,2,2,0,47,0,0,0,0,1
2,0,1,2,0,280,0,0,0,0,0
2,0,0,2,0,48,0,0,0,0,1
1,0,0,1,1,28,0,0,0,0,1
2,0,0,4,0,113,0,0,0,1,1
2,0,2,5,0,195,0,0,0,1,1
1,0,1,1,0,5,0,0,0,1,0
2,0,1,1,0,66,0,0,0,1,0
1,0,0,2,0,32,0,0,0,0,1
2,0,1,0,0,3,0,0,0,1,1
2,0,1,3,1,42,0,0,0,1,1
2,0,0,2,0,77,0,0,0,0,0
2,0,1,1,0,16,0,0,0,1,1
2,0,0,3,0,108,0,0,0,0,1
2,0,1,2,0,86,0,0,0,1,1
2,0,0,2,0,56,0,0,0,0,1
2,0,0,2,0,39,0,0,0,0,1
2,0,1,1,0,1,0,0,0,1,1
1,0,1,2,0,118,0,0,0,0,1
2,0,1,2,0,18,0,0,0,2,1
1,1,1,2,0,6,0,0,0,2,1
1,0,2,4,0,69,0,0,0,0,0
2,0,2,1,0,6,1,1,0,0,1
2,0,0,5,0,225,0,0,0,3,1
2,0,1,1,0,28,0,0,0,1,1
1,0,0,1,0,1,0,0,0,0,1
2,0,2,1,0,124,0,0,0,0,0
2,0,0,1,0,4,0,0,0,1,1
2,0,2,0,1,2,0,0,0,2,1
2,0,1,2,0,218,0,0,0,2,0
1,0,0,2,0,102,0,0,0,0,1
1,0,0,3,0,89,0,0,0,1,0
2,1,2,1,0,59,0,0,0,0,1
1,0,0,1,0,22,0,0,0,1,1
1,0,1,2,0,93,0,0,0,1,1
1,0,2,3,0,12,0,0,0,1,1
3,0,2,5,0,246,0,0,0,2,1
2,0,1,4,0,336,0,0,0,0,1
2,2,2,3,0,97,0,0,0,0,0
2,0,2,2,0,134,0,0,0,0,1
1,0,1,1,0,117,0,0,0,0,1
2,1,0,1,0,114,0,0,0,2,1
2,0,1,3,0,22,0,0,0,1,1
2,1,0,2,0,4,0,0,0,2,1
3,0,0,1,0,31,0,0,0,1,1
1,0,4,9,0,34,0,0,0,0,0
2,0,0,1,0,14,0,0,0,1,1
1,0,0,3,0,71,0,0,0,0,1
2,1,2,5,0,152,0,0,0,4,1
2,0,2,3,0,76,0,0,0,0,0
2,0,2,1,0,96,0,0,0,0,1
1,0,1,2,0,52,0,0,0,2,1
1,0,0,1,0,30,0,0,0,1,1
1,0,1,3,0,118,0,0,0,0,1
2,0,1,2,0,57,0,0,0,1,1
2,0,0,2,0,256,0,0,0,1,0
1,0,0,2,0,3,0,0,0,0,1
1,0,1,0,0,3,0,0,0,0,1
2,0,0,1,0,180,0,0,0,0,0
3,0,0,2,0,4,0,0,0,0,1
2,0,2,2,0,242,0,0,0,0,0
1,0,1,4,0,21,0,0,0,0,1
2,1,2,2,0,92,0,0,0,2,1
1,0,0,1,0,1,1,3,30,0,1
2,0,0,1,0,8,0,0,0,0,1
1,0,0,1,0,0,1,3,12,0,1
2,0,0,1,0,69,0,0,0,0,1
2,0,2,4,0,23,0,0,0,0,0
3,0,0,2,0,113,0,0,0,0,0
2,0,0,2,0,57,0,0,0,1,1
1,0,0,1,0,29,0,0,0,0,1
2,0,1,1,0,45,0,0,0,0,1
2,0,1,0,0,102,0,0,0,1,1
2,0,2,1,0,8,0,0,0,1,0
2,0,2,1,0,24,0,0,0,0,1
2,0,1,2,0,146,0,0,0,1,0
2,0,1,1,0,210,0,0,0,0,0
2,0,0,2,0,107,0,0,0,0,0
1,0,1,2,0,7,0,0,0,1,1
3,0,0,2,0,204,0,0,0,0,0
1,0,1,1,0,13,0,0,0,0,1
1,0,2,5,0,26,0,0,0,1,0
2,0,2,3,0,36,0,0,0,1,1
1,0,0,2,0,11,1,1,0,0,1
1,0,2,4,0,69,0,0,0,0,0
2,0,0,3,0,143,0,0,0,0,1
2,1,0,3,1,97,0,0,0,1,1
2,0,0,3,0,14,0,0,0,1,1
2,0,1,3,0,285,0,0,0,0,0
2,0,2,2,0,154,0,0,0,0,0
2,0,1,2,0,57,0,0,0,0,1
2,0,1,3,0,19,0,0,0,2,1
2,0,2,3,0,129,0,0,0,1,1
2,0,1,2,0,305,0,0,0,0,0
1,0,1,3,0,30,0,0,0,1,1
1,0,2,0,0,80,0,0,0,1,1
1,0,0,1,0,1,1,0,4,0,1
3,0,2,3,0,33,0,0,0,2,1
2,0,0,2,0,102,0,0,0,0,1
2,0,2,2,0,14,0,0,0,0,1
2,0,0,4,0,47,0,0,0,1,1
2,0,1,0,0,43,0,0,0,1,0
1,0,0,3,0,166,0,0,0,0,0
2,0,1,2,0,78,0,0,0,0,0
2,0,1,2,0,77,0,0,0,1,1
2,0,0,2,0,238,0,0,0,0,0
1,0,0,2,0,83,0,0,0,0,1
2,0,1,3,0,95,0,0,0,2,1
1,0,0,1,0,1,0,0,0,0,1
2,0,1,2,0,32,0,0,0,0,1
2,1,2,2,0,30,0,0,0,0,1
2,0,0,3,0,188,0,0,0,0,0
2,0,0,3,0,109,0,0,0,1,1
2,0,0,3,0,37,0,0,0,0,1
1,2,2,2,0,20,0,0,0,0,0
2,0,2,5,0,150,0,0,0,2,1
2,1,0,1,0,0,0,0,0,0,1
2,0,0,3,0,62,0,0,0,1,1
2,1,0,1,0,91,0,0,0,0,0
3,0,2,4,0,85,0,0,0,1,1
2,0,0,3,0,314,0,0,0,0,0
2,2,3,5,0,155,0,0,0,2,0
3,0,1,3,0,49,0,0,0,2,1
1,0,1,1,0,6,1,0,2,0,1
3,0,2,0,0,91,0,0,0,1,1
1,0,0,1,0,182,0,0,0,0,0
2,0,1,3,0,101,0,0,0,1,1
2,0,1,2,0,161,0,0,0,0,0
1,0,0,2,0,53,0,0,0,0,0
3,0,1,3,0,101,0,0,0,2,1
2,0,1,4,0,32,0,0,0,2,1
2,0,1,1,0,91,0,0,0,0,0
3,0,1,4,0,14,0,0,0,1,1
2,0,2,2,0,8,0,0,0,0,1
1,0,1,2,0,3,0,0,0,0,1
2,0,1,0,0,165,0,0,0,1,0
2,0,0,4,0,49,0,0,0,0,1
2,0,2,3,0,6,0,0,0,0,1
1,0,1,1,0,4,1,0,1,0,1
2,1,2,3,0,32,0,0,0,1,1
3,0,1,2,0,91,0,0,0,2,1
2,0,0,2,0,70,0,0,0,2,1
1,0,0,1,0,8,0,0,0,0,1
2,0,1,1,0,36,0,0,0,1,1
1,0,1,0,0,7,0,0,0,2,1
2,0,1,1,0,159,0,0,0,1,1
3,0,2,2,0,6,0,0,0,1,1
2,0,0,1,0,19,0,0,0,1,1
2,0,1,2,0,5,0,0,0,0,1
2,0,1,2,0,273,0,0,0,0,0
2,0,1,2,0,418,0,0,0,0,0
1,0,2,0,0,22,0,0,0,1,1
2,0,0,1,0,81,0,0,0,0,1
3,0,3,6,0,92,0,0,0,2,1
2,0,2,6,0,249,0,0,0,0,1
1,0,0,1,0,43,0,0,0,0,1
2,0,0,4,0,24,0,0,0,1,1
1,0,2,1,0,116,0,0,0,2,1
1,0,1,3,0,22,0,0,0,3,1
2,0,0,2,0,320,0,0,0,1,0
2,0,2,2,0,231,0,0,0,1,0
2,0,2,5,0,15,0,0,0,2,0
2,0,0,2,0,102,0,0,0,0,0
2,0,2,3,0,256,0,0,0,0,0
3,0,0,3,0,32,0,0,0,1,1
1,0,2,4,0,113,0,0,0,0,0
2,0,2,3,0,9,0,0,0,0,1
1,0,1,2,0,24,0,0,0,1,1
2,1,0,1,0,16,0,0,0,2,1
3,0,2,4,0,200,0,0,0,0,0
2,0,2,5,0,163,0,0,0,1,1
2,0,0,2,0,15,0,0,0,0,0
2,0,2,2,0,117,0,0,0,2,1
2,0,2,2,0,242,0,0,0,1,1
1,0,0,2,0,41,0,0,0,0,1
2,0,1,3,0,250,0,0,0,0,0
3,0,0,1,0,163,0,0,0,0,0
2,0,2,3,0,18,0,0,0,0,1
1,0,0,3,0,88,0,0,0,0,1
3,0,0,3,0,57,0,0,0,1,1
1,0,0,1,0,0,0,0,0,0,1
2,0,2,5,0,150,0,0,0,2,0
2,1,1,1,0,1,0,0,0,0,1
2,0,0,3,0,3,0,0,0,1,1
2,2,1,2,0,62,0,0,0,0,0
3,0,2,5,0,144,0,0,0,0,0
1,0,0,1,0,1,0,0,0,0,1
2,0,0,4,0,92,0,0,0,0,1
2,0,1,4,1,0,0,0,0,1,1
2,0,0,4,0,41,0,0,0,2,1
2,0,2,1,0,44,0,0,0,0,1
2,0,0,3,0,271,0,0,0,1,0
2,2,0,2,0,136,0,0,0,1,0
2,0,1,1,0,149,0,0,0,1,0
2,0,0,2,0,0,0,0,0,0,1
1,0,0,2,0,31,0,0,0,0,0
1,0,0,2,0,58,0,0,0,1,1
2,0,2,2,0,18,0,0,0,1,1
2,0,0,4,0,66,0,0,0,2,1
2,0,0,3,0,2,0,0,0,1,1
2,0,2,1,0,103,0,0,0,0,0
2,0,1,2,0,126,0,0,0,1,1
2,0,0,2,0,36,0,0,0,2,1
2,0,2,1,0,32,0,0,0,1,1
2,2,0,1,0,5,0,0,0,0,0
2,0,0,3,0,135,0,0,0,0,0
1,0,1,4,0,14,0,0,0,0,1
2,0,1,3,0,21,0,0,0,0,1
2,0,1,2,0,43,0,0,0,2,1
2,0,0,2,0,29,0,0,0,1,0
2,0,1,1,0,104,0,0,0,1,1
2,0,0,2,0,65,0,0,0,2,1
2,0,2,2,0,27,0,0,0,1,1
1,0,2,2,0,124,0,0,0,3,1
2,0,0,2,0,265,0,0,0,1,0
2,0,0,4,0,79,0,0,0,2,1
2,0,0,2,0,0,0,0,0,1,1
2,0,0,2,0,44,0,0,0,1,1
2,0,0,3,0,130,0,0,0,2,0
2,0,1,0,0,12,0,0,0,0,1
2,0,0,1,0,14,0,0,0,1,1
2,0,1,2,1,43,0,0,0,1,1
1,0,1,3,0,35,0,0,0,2,1
2,0,2,2,0,219,0,0,0,2,1
2,0,2,1,0,0,0,0,0,1,1
1,0,2,3,0,24,0,0,0,0,1
2,0,1,3,0,30,0,0,0,0,1
2,0,2,2,0,28,0,0,0,0,1
1,0,1,0,0,25,1,0,1,1,1
1,0,2,3,0,359,0,0,0,0,1
2,0,0,3,0,34,0,0,0,0,0
3,0,0,2,0,130,0,0,0,0,0
2,0,1,2,0,58,0,0,0,1,1
2,0,2,0,0,77,0,0,0,1,1
2,0,3,5,0,112,0,0,0,1,1
2,0,2,2,0,62,0,0,0,1,1
3,0,0,4,0,19,0,0,0,0,1
2,0,0,3,0,1,0,0,0,3,1
2,0,1,4,0,66,0,0,0,0,0
1,0,0,4,0,24,0,0,0,0,1
2,0,2,2,0,40,0,0,0,0,1
2,0,0,3,0,45,0,0,0,1,1
2,1,2,2,0,1,0,0,0,1,1
1,0,2,5,0,141,0,0,0,1,0
2,0,1,2,0,35,0,0,0,0,1
1,0,2,5,0,7,0,0,0,1,1
1,0,2,1,1,11,1,5,57,2,1
2,0,0,3,0,335,0,0,0,2,1
2,0,1,4,0,81,0,0,0,1,0
1,0,0,2,0,6,0,0,0,0,1
2,0,1,0,0,1,0,0,0,1,1
3,0,0,3,0,34,0,0,0,1,1
2,0,2,3,0,95,0,0,0,1,1
2,0,1,1,0,54,0,0,0,0,1
3,0,0,2,0,69,0,0,0,1,1
2,0,2,5,0,242,0,0,0,1,0
2,0,2,5,1,191,0,0,0,1,1
