"Specific Bean Origin
or Bar Name","Cocoa
Percent","Company
Location",Rating
"Sambirano Valley, 2012",70.0,U.S.A.,3.5
La Red,70.0,U.S.A.,3.75
Fazenda Leolinda,70.0,Brazil,3.5
Jamaica,70.0,U.S.A.,2.5
Pangoa,70.0,Chile,3.75
"Pangoa, w/ nibs",70.0,Chile,3.75
Virunga,70.0,Scotland,3.75
Piura,75.0,Scotland,4.0
Sang Yum Coop,100.0,New Zealand,2.75
Sang Yum Coop,70.0,New Zealand,3.5
"PNG, Devotion",66.0,New Zealand,2.75
"PNG, Revolution",70.0,New Zealand,3.0
"PNG, Voodoo",88.0,New Zealand,3.25
"PNG, Nib Bar",74.0,New Zealand,3.5
"San Juan Estate, Gran Couva",70.0,U.S.A.,2.75
Tanzania,70.0,U.S.A.,3.0
"Sylvestre, Oialla",70.0,Germany,3.5
Dominican Republic prototype,72.0,U.S.A.,3.0
Ghana prototype,72.0,U.S.A.,3.0
Dark 67,67.0,U.S.A.,2.75
Dark 75,75.0,U.S.A.,3.0
Carribean-Raw,76.0,Canada,2.0
Carribean,76.0,Canada,2.75
Carribean,85.0,Canada,2.75
Carribean-Raw,85.0,Canada,3.0
Ghana,80.0,Ghana,2.75
"Kakao Kamili, Kilombero Valley",70.0,Iceland,3.75
Papua New Guinea,70.0,Iceland,3.0
Madagascar,66.0,Iceland,3.5
Maya Mountain,74.0,Canada,2.75
La Red,72.0,Canada,2.75
Nicaraqua,72.0,Canada,2.75
Caribe,72.0,Canada,3.0
Mindo,72.0,Canada,3.0
Papua Kerafat,68.0,Switzerland,2.75
"Grand Cru Blend No.1, 5 yr. Anniversary Ed",80.0,Switzerland,3.25
"Alto Beni, Wild Harvest, Itenez R. 24hr c.",66.0,Switzerland,3.75
"D.R. Congo, Cru Virunga",70.0,Switzerland,3.0
"Piura, Apotequil, ""Porcelana"" 72hr c.",75.0,Switzerland,3.0
"Alto Beni, Wild Harvest, Itenez R., 60hr c.",68.0,Switzerland,3.25
"Hawai'i, Kona Grand Cru E.",60.0,U.S.A.,3.0
"Hawai'i, Kona Estate Grown",60.0,U.S.A.,3.0
Peru,65.0,Peru,3.0
Peru,72.0,Peru,3.0
"Sierra Nevada, Tutu Iku",70.0,Ecuador,4.0
Garaua,70.0,Ecuador,3.25
Cumbia,70.0,Ecuador,3.5
Montubia,70.0,Ecuador,3.75
Tangara,70.0,Ecuador,4.0
"Ecuador, raw",85.0,Ecuador,2.75
Piura,70.0,Ecuador,4.0
Nube- prototype,70.0,Ecuador,3.5
Esmeraldas,60.0,Ecuador,2.5
Manabi,65.0,Ecuador,2.75
Los Rios,72.0,Ecuador,3.0
Raw,100.0,Ecuador,2.0
Raw,70.0,Ecuador,3.5
Lachua,70.0,Canada,2.75
Maya Mtn,72.0,Canada,3.0
"Silvestre, La Paz, Beni",70.0,Canada,3.25
"San Juan Estate, Gran Couva",70.0,Canada,3.25
Kokoa Kamili,72.0,Canada,3.5
Lam Dong,72.0,Canada,3.75
"Alto Beni, Palos Blancos",72.0,Canada,2.75
Sambirano,78.0,Canada,3.75
"Camino Verde P., Balao, Guayas",75.0,Canada,2.75
Duo- Gran Couva & Camino Verde,75.0,Canada,3.5
Gran Couva,70.0,Canada,3.75
Matasawalevu,76.0,Spain,3.0
South America,65.0,U.S.A.,3.5
Kilombero Valley,70.0,U.S.A.,3.25
"Lachua, Q'egchi families",70.0,U.S.A.,3.5
Alto Beni,70.0,U.S.A.,3.0
Oko Caribe,70.0,U.S.A.,3.5
Peru,55.0,Peru,2.5
Peru,70.0,Peru,2.75
Signature Blend,70.0,U.S.A.,3.75
Madagascar,75.0,U.S.A.,4.0
Madagascar,67.0,U.S.A.,3.5
"Rio Caribe, Paria Penninsula",70.0,U.S.A.,3.5
Madagascar,70.0,U.S.A.,4.0
"Piura, Choc. Garage Exclusive",67.0,U.S.A.,4.0
"Madagascar, w/ shell",73.0,U.K.,2.25
"Madagascar, w/ shell",64.0,U.K.,2.75
Dominican Republic,82.0,U.S.A.,3.0
"Haut Penja, w/ nibs",70.0,Belgium,3.25
Chuao,75.0,Belgium,3.0
Trinite,75.0,Belgium,3.25
"Baracoa, Cuba",78.0,Belgium,3.75
"Peru, Las Pampas P.",85.0,Belgium,3.0
"Bahia Brazil, Fazenda Sao Pedro",72.0,Belgium,3.0
"Porcelana, Tabasco, Finca La Joya",72.0,Belgium,3.0
Cabosse,70.0,Belgium,4.0
"Los Rios, Puerto Romero, Equateur",72.0,Belgium,3.75
"Sambirano, Ambanja, Madagascar",72.0,Belgium,4.0
Fleur de Cacao,85.0,Belgium,3.5
"Porcelana, Tabasco, Limited Ed.",72.0,Belgium,4.0
"Kendem Lembu, Java",72.0,Belgium,3.0
"Ocumare, Puerto Cabello, Venezuela",72.0,Belgium,4.0
Wampusirpi Region,80.0,U.S.A.,2.5
Tenor,62.0,U.S.A.,2.5
Johe,80.0,U.S.A.,2.75
Chuno,80.0,U.S.A.,2.75
Nicalizo,80.0,U.S.A.,2.75
Rugoso,80.0,U.S.A.,3.25
Akesson Estate,73.0,U.S.A.,3.25
Namau Village,73.0,U.S.A.,2.5
"Camino Verde P., Balao, Guayas, ""Fruity""",73.0,U.S.A.,3.25
"Camino Verde P., Balao, Guayas, ""Floral""",73.0,U.S.A.,3.5
"La Red, 2011",76.0,U.S.A.,2.5
Peru,82.0,U.S.A.,2.75
"Oko Caribe, Duarte Province, 2016 H.",70.0,U.S.A.,3.75
"Cuyagua, 2013",70.0,U.S.A.,3.75
Upala w/ nibs,70.0,U.S.A.,3.5
"Upala, Batch 18",70.0,U.S.A.,3.0
"San Martin, Amazonian Highlands",70.0,U.S.A.,2.75
Bahia,70.0,U.S.A.,3.5
"Upala, Batch 12",82.0,U.S.A.,3.75
Peru,75.0,France,3.25
"Porcelana, S. of Lake Maracaibo",75.0,France,3.25
Chuao,75.0,France,3.5
Cuyagua,75.0,France,2.0
Papouasie,75.0,France,3.0
"Sambirano Valley, Le 100%",100.0,France,3.0
Dominican Republic-Organic,75.0,France,2.0
"Monte Alegre, Diego Badero",75.0,France,3.5
Claudio Corallo w/ nibs,75.0,France,4.0
"Monte Alegre (Itacare), Brazil",75.0,France,3.0
Tanzania,75.0,France,3.5
Sao Tome & Principe,75.0,France,3.5
Trinidad,75.0,France,3.5
"Madagascar, Nosy Be Isle.",75.0,France,3.75
"Java, Indonesie",75.0,France,3.5
"Barlovento, Venezuela",75.0,France,3.5
Jamaique,75.0,France,4.0
Equateur,75.0,France,3.0
Vanuatu,75.0,France,3.0
Ghana,75.0,France,3.25
Colombie,75.0,France,3.5
Fortissima,80.0,France,4.0
Cuba,75.0,France,3.0
"Caracas, Venezuela and Ghana",75.0,France,3.0
"Djakarta, Java and Ghana",75.0,France,3.5
"Chocoan Rainforest, Teroro Escondido, ESM",77.0,U.K.,3.5
"Crayfish Bay Estate, 2014",70.0,U.K.,3.5
"Akesson's, batch 4411",74.0,U.K.,3.5
Honduras,80.0,U.K.,2.75
"Patanemo Vil., Carabobo State, Tisano family",75.0,U.K.,2.75
Guantupi River,75.0,U.K.,3.0
"Akessons Estate, Sambirano, Ambanja",72.0,U.K.,3.25
Guantupi River,85.0,U.K.,2.75
Venezuela,73.0,Italy,2.75
Brazil,75.0,Brazil,3.25
Brazil,85.0,Brazil,3.5
Brazil,55.0,Brazil,2.75
Brazil,80.0,Brazil,3.25
Brazil,60.0,Brazil,3.0
Brazil,65.0,Brazil,3.25
"Mexico, Lot 28022016",70.0,Mexico,2.75
"Uranga, Lot 22032016",74.0,Mexico,3.0
Amazon Basin Blend,70.0,U.S.A.,3.0
Virunga,75.0,U.S.A.,2.75
Madagascar,75.0,U.S.A.,3.25
La Red,85.0,U.S.A.,3.5
Suchitepequez E.,70.0,Guatemala,2.75
Ecuador,75.0,Eucador,3.0
"San Martin, Batch 2",70.0,U.S.A.,2.5
"Chulucanas, Batch 1",80.0,U.S.A.,3.25
"Tumbes, Batch 2",73.0,U.S.A.,3.5
Piura,75.0,France,3.25
Raw,70.0,Poland,2.5
Esmeraldas,75.0,Ecuador,3.25
"Los Rios, Vinces",75.0,Ecuador,2.5
Manabi,75.0,Ecuador,3.0
El Oro,67.0,Ecuador,3.5
Los Rios,75.0,Ecuador,3.75
"Camino Verde P., Balao, 2015 harvest, batch8",75.0,U.S.A.,3.75
"Camino Verde P., Balao, Guayas, 2014",85.0,U.S.A.,3.5
"Mid Mountain, 2014",70.0,U.S.A.,3.5
"Toledo District, Maya",75.0,U.S.A.,3.75
"Maranon, Cajamarca",75.0,U.S.A.,3.0
Sambirano,75.0,U.S.A.,4.0
"Camino Verde P., 2012, Balao, Guayas",75.0,U.S.A.,3.25
Gran Couva,75.0,U.S.A.,3.5
Costa Rica,75.0,U.S.A.,3.5
"La Dorado, light roast",70.0,South Korea,3.25
"Tapanti, light roast",70.0,South Korea,3.25
Maleku,70.0,South Korea,3.25
Madagascar,75.0,Madagascar,3.25
Madagascar w/ nibs,68.0,Madagascar,3.25
"Gru Grococo, St. Andrews",66.0,U.K.,3.5
"La Masica, Batch 1, FHIA Research Center",75.0,U.S.A.,3.75
"Caranero, Choc. Garage Exclusive",70.0,U.S.A.,3.75
"Tranquilidad, Batch 1",75.0,U.S.A.,3.25
Porcelana,80.0,U.S.A.,3.75
"Akessons Estate, Sambirano, 2013",70.0,U.S.A.,3.5
"Hispaniola, 2013",70.0,U.S.A.,3.5
"Silvestre, Batch 7, 2013",75.0,U.S.A.,4.0
"Bachelor's Hall E., St. Thomas Parish",75.0,U.S.A.,3.75
"Camino Verde P., Balao, Guayas",75.0,U.S.A.,3.75
"Silvestre, Batch 1, 2011",75.0,U.S.A.,3.0
Piura,75.0,U.S.A.,3.75
Rio Caribe,70.0,U.S.A.,3.5
"Hispaniola, 2008",70.0,U.S.A.,2.75
Jamaica,70.0,U.S.A.,2.75
"Sambirano, 2008",70.0,U.S.A.,2.75
Trinidad,70.0,U.S.A.,3.0
Sur del Lago,84.0,Hungary,2.5
"Rio Caribe Superior, Paria Penninsula",76.0,Hungary,2.25
"Sambirano, Akesson Estate",72.0,Hungary,2.5
Carenero Superior,73.0,Hungary,3.5
Porcelana,71.0,Hungary,2.5
"Aragua, Trincheras",70.0,Hungary,3.5
Principe,77.0,Hungary,2.75
Malgascio,64.0,Italy,3.5
100 percent,100.0,Italy,1.5
Samana,70.0,Italy,3.0
Arawak,72.0,Italy,3.5
Latino,72.0,Italy,3.5
Midnight,83.0,U.S.A.,2.75
Twilight,69.0,U.S.A.,3.25
Bahia Superior,70.0,Argentina,3.5
Esmeraldas,70.0,Argentina,3.5
Carenero Superior,70.0,Argentina,3.5
Rio Arriba,70.0,Argentina,3.5
Colombian 2008,75.0,Colombia,2.75
Colombian w/ nibs,70.0,Colombia,3.0
Colombian Semi Dark,53.0,Colombia,2.0
Colombian,65.0,Colombia,3.0
Colombian Dark,70.0,Colombia,4.0
Sao Tome,70.0,France,2.75
San Juan de Cheni,78.0,U.S.A.,4.0
Markham Valley,68.0,U.S.A.,3.75
Camahogne,68.0,U.S.A.,3.5
Amina,65.0,U.S.A.,3.75
Tome Acu,68.0,U.S.A.,3.75
Asante,65.0,U.S.A.,4.0
Ben Tre,72.0,U.S.A.,3.75
Finisterra,72.0,U.S.A.,3.0
Las Islas,72.0,U.S.A.,3.0
Nibby,62.0,U.S.A.,3.0
Cuyagua,75.0,U.S.A.,3.75
Antilles (Trin/Gren/DR/Ven),75.0,U.S.A.,3.0
Extra Dark,82.0,U.S.A.,2.0
Bittersweet,70.0,U.S.A.,3.5
Kumasi Sambirano,68.0,U.S.A.,2.0
Jamaica a l'ancienne,70.0,U.S.A.,2.0
Semisweet,62.0,U.S.A.,3.0
Dominican Republic,70.0,U.K.,2.75
Grenada,70.0,U.K.,2.75
Jamaica,72.0,U.S.A.,3.25
Papua New Guinea,73.0,U.S.A.,3.5
Cuyagua,77.0,U.S.A.,2.75
ROIG,74.0,U.S.A.,3.5
Ecuador,75.0,U.S.A.,3.0
"Belize, 2013",72.0,U.S.A.,3.25
Hilo,73.0,U.S.A.,2.0
"Hilo, w/ added cocoa butter",73.0,U.S.A.,2.5
Tingo Maria,70.0,Peru,3.25
Porcelana,75.0,Peru,3.5
Oro,82.0,Costa Rica,3.25
Oscuro,70.0,Costa Rica,3.5
Peru,70.0,U.S.A.,2.5
Maya Belize,67.0,Italy,3.0
"Trintade, Sao Tome",65.0,Italy,3.25
"Bahia, Scavina",60.0,Italy,3.25
"Porcelana, Colombia, Amazonas",68.0,Italy,3.0
Wild Bolivia,73.0,Canada,3.5
Kokoa Kamili Coop,73.0,Canada,3.5
"Esmeraldas, Salazar Farm",73.0,Canada,3.75
"Somia Plantation, 2012",100.0,Canada,3.0
"Camino Verde P., Balao, Guayas, 2012",100.0,Canada,3.0
Lachua w/ cane sugar,73.0,Canada,3.0
"Lachua w/ maple sugar, batch 5",73.0,Canada,3.25
Pisa,73.0,Canada,3.25
"Somia Plantation, 2012",67.0,Canada,3.75
"Somia Plantation, 2012",73.0,Canada,3.75
"Camino Verde P., Balao, Guayas",73.0,Canada,3.75
Ghana,70.0,U.S.A.,2.75
Nicaragua,72.0,U.S.A.,3.0
"Oko Caribe, DOR005",70.0,Australia,3.5
"Guasare, La Sierra de Perija, batch gua001",70.0,Australia,3.75
"Porcelana, Sorotaima,Machiques,batch pcl001",70.0,Australia,4.0
"Maya Mtn, Moho R., Toledo D.",70.0,Australia,3.75
Tien Giang,70.0,Australia,3.0
Australia,67.0,Australia,3.75
"Chimelb, Lanquin, Alta Verapaz, b-GUA001",70.0,Australia,3.25
Akesson's Estate,65.0,Australia,3.25
Akesson's Estate,70.0,Australia,3.5
Kokoa Kamili,67.0,Australia,3.75
San Juan Estate,70.0,Australia,3.75
Camino Verde,72.0,Australia,4.0
Bolivia,72.0,Australia,2.75
"Papua New Guinea, triple roast, batch 1",65.0,Australia,3.5
"Maranon, batch 2",67.0,Australia,3.0
"Chuao, batch 3",70.0,Australia,3.75
Ghana,67.0,U.S.A.,1.5
Madagascar,68.0,U.S.A.,3.0
Ecuador,68.0,U.S.A.,3.25
"Ecuador, Batch 1",70.0,U.S.A.,3.5
Madagascar,72.0,U.S.A.,3.0
"Maranon, Fortunato No. 4",68.0,U.K.,2.75
"Castillo, Hispaniola, unroasted",85.0,U.K.,2.75
Solomon Island,70.0,New Zealand,3.25
Solomon Island w/ nibs,75.0,New Zealand,3.25
Bundibugyo,70.0,U.S.A.,3.0
Sambirano,70.0,U.S.A.,3.0
Amazonas,70.0,U.S.A.,3.0
Bolivia,70.0,U.S.A.,3.25
San Martin,70.0,U.S.A.,3.25
Wasatch,70.0,U.S.A.,3.5
"Oko Caribe, Duarte P., Collab w Chocosol",62.0,Canada,3.5
"Sambirano Valley, Black Science, B-60307.0",70.0,Canada,3.5
"Bahia Black, batch bra50722.1",70.0,Canada,3.5
"Abstract S. w/ Jamaica nibs,batch abs60323.0",75.0,Canada,3.75
"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70.0,Canada,3.75
"Tien Giang, Black S., batch VIT60420.0",70.0,Canada,4.0
"Camino Verde, Black S., batch cvu6030.0",70.0,Canada,3.25
CSB Chama,70.0,Canada,3.5
Porcelana,75.0,Canada,4.0
"La Tronca, Matagalpa",70.0,Canada,3.5
Maranon Canyon,70.0,Canada,3.75
La Dalia,70.0,Canada,3.25
"Camino Verde P., Balao, Guayas",80.0,Canada,3.5
"Espiritu Santo, 'Smoke Monster'",70.0,Canada,3.75
Little Big Man,70.0,Canada,3.25
"Rizek Cacao, Domin. Rep.",77.0,Canada,3.75
Java,70.0,Canada,3.25
"Apurimac, El Quinacho Co-op",70.0,Canada,2.75
"Sangre Grande P., Trinidad",70.0,Canada,3.75
Chef's Blend,70.0,Canada,3.25
Patanemo,70.0,Canada,3.75
Crazy 88,88.0,Canada,4.0
"Maracaibo, El Vigia",70.0,Canada,4.0
Equator,67.0,Canada,4.0
Orinoco,70.0,Canada,3.25
"Bachelor's Hall E., St. Thomas Parish",70.0,Canada,4.0
Noula Coop,70.0,Canada,3.25
O'ahu,70.0,Canada,3.75
"Dual Origins, Sambirano, Elvesia",70.0,Canada,4.0
"Dancing in Your Head, 5 bean blend",70.0,Canada,4.0
Cahabon Region,70.0,Canada,3.5
Carenero Superior,70.0,Canada,3.75
Eastern Promises,70.0,Canada,3.5
Papua New Guinea,85.0,Canada,3.5
"Grenada, Black Science",70.0,Canada,2.75
"Alto Beni, Wild Bolivian",70.0,Canada,3.5
Peruvian,64.0,Canada,4.0
"Elvesia P., Black Science",70.0,Canada,3.75
Chuao,70.0,Canada,3.5
Black Science Blend 1,70.0,Canada,3.75
Hispaniola,70.0,Canada,3.0
Africa,70.0,Canada,3.5
Conacado,70.0,Canada,3.0
Papua New Guinea,70.0,Canada,3.5
Madagascar,70.0,Canada,3.75
Ocumare,70.0,Canada,3.75
Nicaragua,70.0,U.S.A.,3.25
"Hawaiian, Big Island",70.0,U.S.A.,3.5
Dominican Republic,70.0,Canada,3.25
Madagascar,70.0,Canada,3.5
Venezuela,75.0,Canada,3.5
Ecuador,75.0,Canada,3.25
Papua New Guinea,77.0,Canada,3.25
Tanzania,80.0,Canada,3.5
AgroCriso Plantation,70.0,U.S.A.,3.0
AgroCriso Plantation,80.0,U.S.A.,3.0
AgroCriso Plantation,75.0,U.S.A.,3.25
Dominican Republic,70.0,U.S.A.,3.75
Ecuador,70.0,U.S.A.,3.5
Peru,70.0,U.S.A.,2.75
"Dominican Republic, lot D82R",70.0,Australia,3.5
"Ecuador, lot E432314L",70.0,Australia,3.75
"Madagascar, lot M0403R",70.0,Australia,3.75
Malekula Island,72.0,Australia,2.75
Alto Beni,70.0,Switzerland,3.0
Dominican Republic,70.0,U.S.A.,3.0
Dominican Republic,84.0,U.S.A.,2.25
"Bolivar, Arriba",70.0,U.S.A.,3.0
Hispaniola,70.0,U.S.A.,3.0
Cacao Verapaz,70.0,U.S.A.,3.0
Rio Tuma,70.0,U.S.A.,3.0
Sambirano Valley,70.0,U.S.A.,3.0
"Bahia, Agri-Forestal Plantation, 2010",68.0,Switzerland,2.75
India,72.0,Switzerland,3.25
"Ecuador, Midnight Dark",84.0,U.S.A.,3.5
"Ecuador, Twilght Dark",70.0,U.S.A.,3.5
"Samar, East Visayas region",65.0,U.S.A.,2.5
"Samar, East Visayas region",70.0,U.S.A.,2.5
"Samar, East Visayas region",75.0,U.S.A.,2.75
Sambirano,67.0,U.S.A.,2.75
Moho Valley,78.0,U.S.A.,3.25
Peru,61.0,Denmark,2.5
Peru,71.0,Denmark,3.0
Venezuela,70.0,Venezuela,2.75
Venezuela,60.0,Venezuela,3.0
Sri Lanka,70.0,Sweden,2.75
Nacional,70.0,Hungary,3.25
Baracoa,88.0,Hungary,3.25
Ambolikapiky,70.0,Hungary,3.25
"Winak, Sumaco",70.0,Hungary,3.75
"Ben Tre, Mekong Delta",70.0,Hungary,3.25
"Fazenda Sempre Firme, Bahia",70.0,Hungary,3.5
Porcelana,70.0,Hungary,3.5
Baracoa,70.0,Hungary,3.75
"Autumn, Primary Harvest, 2012",70.0,Hungary,3.5
"Spring, Secondary Harvest, 2012",70.0,Hungary,3.5
Cacao Blanco,70.0,Hungary,3.25
Santo Domingo,70.0,Hungary,3.25
Millot Plantation,70.0,Hungary,3.25
"Ayacucho, ""El Guinacho""",70.0,Hungary,3.75
Crudo,70.0,Hungary,3.0
Costa Rica,70.0,U.S.A.,2.75
Dominican Republic,70.0,U.S.A.,2.75
"Chiapas, Lacandon Jungle",70.0,U.S.A.,2.5
Peru,70.0,U.S.A.,3.0
Colombia,70.0,Japan,3.0
Papua,62.0,Japan,3.25
Vietnam,60.0,Japan,3.25
Trinidad,77.0,Japan,2.75
"Paramaribo, batch 20160043-01",70.0,Suriname,3.25
Belize,68.0,U.S.A.,3.0
Alto Beni,87.0,U.S.A.,3.25
Chiapan,75.0,U.S.A.,2.75
"Dark, Stone Ground",70.0,U.S.A.,3.0
West Africa,62.0,U.S.A.,2.0
Peru- Ecuador,99.0,U.S.A.,3.25
TCHOPro 60.5,60.0,U.S.A.,2.75
TCHOPro 68,68.0,U.S.A.,3.0
Chocolatey-beta,70.0,U.S.A.,2.5
Fruity-beta,70.0,U.S.A.,2.5
Citrus-beta,70.0,U.S.A.,2.75
Nutty-beta,70.0,U.S.A.,2.5
Concepcion,70.0,U.S.A.,2.75
Bayou Blend,70.0,U.S.A.,3.0
Aranama,70.0,U.S.A.,3.0
Presidio,70.0,U.S.A.,3.5
"La Bahia, w/ cane juice",70.0,U.S.A.,3.25
Capistrano,70.0,U.S.A.,2.0
"La Bahia, w/ cane sugar",70.0,U.S.A.,3.25
San Jose,70.0,U.S.A.,2.75
Capistrano*,70.0,U.S.A.,3.0
Espada,70.0,U.S.A.,3.25
Espada,70.0,U.S.A.,2.75
Concepcion*,80.0,U.S.A.,3.0
San Jose,67.0,U.S.A.,3.25
"Bahia, Floresta Azul,Good Friends Reserve#3",70.0,U.S.A.,3.5
Peru,70.0,U.S.A.,2.75
Belize,70.0,U.S.A.,3.75
Madagascar,70.0,U.S.A.,3.75
Ecuador,70.0,U.S.A.,3.25
Oko Caribe,70.0,U.S.A.,3.5
Guatemala,70.0,U.S.A.,3.75
Ecuador,77.0,U.S.A.,3.25
Madagascar,67.0,U.S.A.,3.75
Uganda,73.0,U.S.A.,3.75
Peru,70.0,Sweden,3.0
Congo w/ nibs,65.0,U.S.A.,3.25
Madagascar,65.0,U.S.A.,3.5
Ivory Coast,75.0,U.S.A.,2.5
"Ghana, Kumasi",84.0,U.S.A.,3.0
"Venezuela; Barinos, Merida, Tachron",91.0,U.S.A.,2.0
"Ghana, Panama, Ecuador",75.0,U.S.A.,3.0
"Piura Select, Cacao Blanc",70.0,Japan,3.25
"Belize, med roast",72.0,Germany,3.75
Manabi,81.0,Ecuador,3.25
"Roxborough, Tobago",70.0,France,4.0
"Wild Bolivian, Jungle Love",77.0,U.S.A.,3.0
Venezuela,72.0,U.S.A.,2.75
Dominican Republic,74.0,U.S.A.,3.0
Conacado,72.0,U.S.A.,3.0
"Ambanja, Tsara Valley",72.0,Madagascar,3.5
Oko Caribe,75.0,U.S.A.,2.75
"Cedeno, lot 271",75.0,U.S.A.,3.5
Madagascar,75.0,U.S.A.,3.5
Dominican Republic,68.0,U.S.A.,3.25
Palos Blancos,75.0,U.S.A.,2.5
Dominican Republic,73.0,U.S.A.,2.75
Peru,60.0,U.S.A.,3.0
Dominican Republic,63.0,France,3.75
Matagalpa,74.0,U.S.A.,2.75
Nourish,70.0,U.S.A.,3.0
"Madagascar, Sassy Bar",72.0,U.S.A.,3.0
"Tanzania, Party Bar",72.0,U.S.A.,3.25
"Sur del Lago, Merida",65.0,Italy,3.25
"Piura, Illanka, Quemazon",63.0,France,4.0
"Andoa, Grand Cru blend",70.0,France,3.5
"Loma Sotavento, 2013",64.0,France,3.5
"Otucan, Grand Cru",69.0,France,4.0
Caraque,56.0,France,3.25
"Porcelana, Pedegral",64.0,France,4.0
Tainori,64.0,France,3.75
Alpaco,66.0,France,3.75
Nyangbo,68.0,France,3.5
Araguani,72.0,France,3.0
Chuao 2002 P.,65.0,France,3.75
Manjari,64.0,France,4.0
Le Noir Extra Amer,85.0,France,1.5
Abinao,85.0,France,2.5
Le Noir Amer,71.0,France,2.75
"Porcelana, Maracaibo, Palmira P. 2006",64.0,France,3.25
Caraibe,66.0,France,3.0
Guanaja,70.0,France,4.0
Gran Couva 2005 P.,64.0,France,2.5
"Porcelana, Maracaibo, Palmira P. 2005",64.0,France,3.0
"Sambirano, Ampamakia 2005, Millot P.",64.0,France,3.5
Manhattan,72.0,U.S.A.,2.5
Napa,65.0,U.S.A.,2.75
Madagascar,72.0,Madagascar,2.75
Madagascar,76.0,Madagascar,2.75
Madagascar,80.0,Madagascar,2.75
Madagascar,70.0,Madagascar,3.0
Madagascar w/ nibs,68.0,Madagascar,3.0
Madagascar,64.0,Madagascar,3.25
Palos Blancos,70.0,U.S.A.,3.25
Palos Blancos + nibs,70.0,U.S.A.,3.25
Dominican Republic,90.0,U.S.A.,3.25
Trinidad,75.0,U.S.A.,3.5
Mindo,75.0,U.S.A.,3.5
Dark,90.0,U.S.A.,3.75
Classic,70.0,U.S.A.,3.25
"Ben Tre, Mekong Delta, MoCay",70.0,France,3.5
San Martin,75.0,U.S.A.,3.0
"Los Rios, Rancho Grande 2004/2007",100.0,U.S.A.,2.0
"Los Rios, Rancho Grande 2004/2007",90.0,U.S.A.,2.0
"Los Rios, Rancho Grande 2004/2007",75.0,U.S.A.,3.0
"Los Rios, Rancho Grande 2007",65.0,U.S.A.,3.0
Sambirano Valley,77.0,U.S.A.,2.75
Moho River Valley,77.0,U.S.A.,3.0
Cuyagua,77.0,U.S.A.,3.0
Peru,77.0,U.S.A.,3.25
Cahabon,77.0,U.S.A.,2.75
Peru,70.0,U.S.A.,2.5
Ocumare,70.0,U.S.A.,2.5
Dominican Republic,70.0,U.S.A.,3.0
Conacado,70.0,New Zealand,3.5
"Piura Blanco, Norandino",70.0,New Zealand,3.5
Ghana,72.0,New Zealand,2.5
Amazonas,75.0,Ireland,2.5
Amazonas,89.0,Ireland,2.75
Tumbes,75.0,Ireland,3.25
Amazonas w/ nibs,75.0,Ireland,2.75
Los Llanos,70.0,U.K.,4.0
Los Llanos,88.0,U.K.,3.0
"Java, Indonesian Black",100.0,U.K.,2.25
Sambirano,71.0,U.K.,3.0
Hacienda Las Trincheras,72.0,U.K.,3.5
Java,69.0,U.K.,3.75
San Martin,70.0,U.K.,3.0
Rio Caribe,72.0,U.K.,3.25
"Guasare, Zulia Prov., 2015, batch 124",74.0,U.S.A.,3.0
"Wild Beniano, 2016, batch 128, Heirloom",76.0,U.S.A.,3.5
"Ghana, 2013, batch 129",75.0,U.S.A.,3.75
"Maranon, Cajamarca",70.0,U.S.A.,3.0
"Camino Verde P., Balao, Guayas",70.0,U.S.A.,3.25
Gran Couva,70.0,U.S.A.,3.5
Ecuador,70.0,U.S.A.,2.5
Costa Rica,70.0,U.S.A.,3.0
Sambirano,70.0,U.S.A.,3.25
Ocumare,70.0,U.S.A.,4.0
La Red,70.0,U.S.A.,3.5
Hispaniola,66.0,Domincan Republic,3.0
"Sambirano, batch 170102",70.0,U.S.A.,2.75
"Hispaniola, batch 170104",70.0,U.S.A.,2.5
"Papua New Guinea, Batch 2",70.0,U.S.A.,3.0
"Dominican Republic, Batch D2",70.0,U.S.A.,3.25
"Madagascar, Batch 2",70.0,U.S.A.,3.25
"Peru, Batch 1",70.0,U.S.A.,3.25
"Belize, Batch 2",70.0,U.S.A.,3.5
"House Blend, Batch 2",60.0,U.S.A.,3.0
"Millot P., Ambanja",70.0,Austria,3.5
UNOCACE,70.0,Austria,2.75
San Juan Estate,85.0,Austria,2.75
"Kakao Kamili, Kilombero Valley",85.0,Austria,3.0
"Kakao Kamili, Kilombero Valley",70.0,Austria,3.5
"San Juan Estate, Gran Couva",78.0,Austria,3.5
Guadalcanal,78.0,Australia,3.75
Goddess Blend,65.0,Australia,3.25
Alto Beni,68.0,Australia,3.5
Tokiala,66.0,Australia,3.5
"Tranquilidad, Baures",72.0,Australia,3.75
Raw,80.0,Austria,2.75
"Bocas del Toro, Cocabo Co-op",72.0,Austria,3.5
Amazonas Frucht,65.0,Austria,3.5
"Satipo Pangoa region, 16hr conche",70.0,Austria,3.0
"Satipo Pangoa region, 20hr conche",70.0,Austria,3.5
"Loma Los Pinos, Yacao region, D.R.",62.0,Austria,3.75
El Oro,75.0,Austria,3.0
Huiwani Coop,75.0,Austria,3.0
El Ceibo Coop,90.0,Austria,3.25
Santo Domingo,70.0,Austria,3.75
"Kongo, Highlands",68.0,Austria,3.25
