year,month,source,fuel_type,emissions_tons
2006,7,transport,natural_gas,17.41
2006,8,transport,natural_gas,22.59
2006,9,transport,natural_gas,21.78
2006,10,transport,natural_gas,25.33
2006,11,transport,natural_gas,24.63
2006,12,transport,natural_gas,24.22
2007,1,transport,natural_gas,25.27
2007,2,transport,natural_gas,26.44
2007,3,transport,natural_gas,33.02
2007,4,transport,natural_gas,32.96
2007,5,transport,natural_gas,35.17
2007,6,transport,natural_gas,37.5
2007,7,transport,natural_gas,40.47
2007,8,transport,natural_gas,44.43
2007,9,transport,natural_gas,46.87
2007,10,transport,natural_gas,53.45
2007,11,transport,natural_gas,58.64
2007,12,transport,natural_gas,65.8
2008,1,transport,natural_gas,74.18
2008,2,transport,natural_gas,78.72
2008,3,transport,natural_gas,93.22
2008,4,transport,natural_gas,99.28
2008,5,transport,natural_gas,113.37
2008,6,transport,natural_gas,125.54
2008,7,transport,natural_gas,149.94
2008,8,transport,natural_gas,165.14
2008,9,transport,natural_gas,171.02
2008,10,transport,natural_gas,192.44
2008,11,transport,natural_gas,188.89
2008,12,transport,natural_gas,195.3
2009,1,transport,natural_gas,210.61
2009,2,transport,natural_gas,216.08
2009,3,transport,natural_gas,248.63
2009,4,transport,natural_gas,219.99
2009,5,transport,natural_gas,240.95
2009,6,transport,natural_gas,247.18
2009,7,transport,natural_gas,257.43
2009,8,transport,natural_gas,270.24
2009,9,transport,natural_gas,263.31
2009,10,transport,natural_gas,278.27
2009,11,transport,natural_gas,277.98
2009,12,transport,natural_gas,302.32
2010,1,transport,natural_gas,278.39
2010,2,transport,natural_gas,279.44
2010,3,transport,natural_gas,316.94
2010,4,transport,natural_gas,287.73
2010,5,transport,natural_gas,301.5
2010,6,transport,natural_gas,315.54
2010,7,transport,natural_gas,323.73
2010,8,transport,natural_gas,325.82
2010,9,transport,natural_gas,331.59
2010,10,transport,natural_gas,348.15
2010,11,transport,natural_gas,357.06
2010,12,transport,natural_gas,379.4
2011,1,transport,natural_gas,374.48
2011,2,transport,natural_gas,374.76
2011,3,transport,natural_gas,416.51
2011,4,transport,natural_gas,376.23
2011,5,transport,natural_gas,429.04
2011,6,transport,natural_gas,429.55
2011,7,transport,natural_gas,436.78
2011,8,transport,natural_gas,446.97
2011,9,transport,natural_gas,433.51
2011,10,transport,natural_gas,399.86
2011,11,transport,natural_gas,344.33
2011,12,transport,natural_gas,438.94
2012,1,transport,natural_gas,481.9
2012,2,transport,natural_gas,466.44
2012,3,transport,natural_gas,503.18
2012,4,transport,natural_gas,453.7
2012,5,transport,natural_gas,502.23
2012,6,transport,natural_gas,489.2
2012,7,transport,natural_gas,490.06
2012,8,transport,natural_gas,510.11
2012,9,transport,natural_gas,496.3
2012,10,transport,natural_gas,513.58
2012,11,transport,natural_gas,509.82
2012,12,transport,natural_gas,502.57
2013,1,transport,natural_gas,522.91
2013,2,transport,natural_gas,504.82
2013,3,transport,natural_gas,558.63
2013,4,transport,natural_gas,508.08
2013,5,transport,natural_gas,567.32
2013,6,transport,natural_gas,540.9
2013,7,transport,natural_gas,554.46
2013,8,transport,natural_gas,572.75
2013,9,transport,natural_gas,542.19
2013,10,transport,natural_gas,556.98
2013,11,transport,natural_gas,548.32
2013,12,transport,natural_gas,547.13
2014,1,transport,natural_gas,548.37
2014,2,transport,natural_gas,531.25
2014,3,transport,natural_gas,590.44
2014,4,transport,natural_gas,528.06
2014,5,transport,natural_gas,574.75
2014,6,transport,natural_gas,553.63
2014,7,transport,natural_gas,575.65
2014,8,transport,natural_gas,575.38
2014,9,transport,natural_gas,559.14
2014,10,transport,natural_gas,571.17
2014,11,transport,natural_gas,556.09
2014,12,transport,natural_gas,565.01
2015,1,transport,natural_gas,548.17
2015,2,transport,natural_gas,520.21
2015,3,transport,natural_gas,594.63
2015,4,transport,natural_gas,521.56
2015,5,transport,natural_gas,570.51
2015,6,transport,natural_gas,545.33
2015,7,transport,natural_gas,561.12
2015,8,transport,natural_gas,537.42
2015,9,transport,natural_gas,507.76
2015,10,transport,natural_gas,511.89
2015,11,transport,natural_gas,511.26
2015,12,transport,natural_gas,525.48
2016,1,transport,natural_gas,509.32
2016,2,transport,natural_gas,499.67
2016,3,transport,natural_gas,549.52
2016,4,transport,natural_gas,478.05
2016,5,transport,natural_gas,518.2
2016,6,transport,natural_gas,485.94
2016,7,transport,natural_gas,482.04
2016,8,transport,natural_gas,489.76
2016,9,transport,natural_gas,466.28
2016,10,transport,natural_gas,474.21
2016,11,transport,natural_gas,462.63
2016,12,transport,natural_gas,508.47
2017,1,transport,natural_gas,439.42
2017,2,transport,natural_gas,419.83
2017,3,transport,natural_gas,476.22
2017,4,transport,natural_gas,404.29
2017,5,transport,natural_gas,444.17
2017,6,transport,natural_gas,425.62
2017,7,transport,natural_gas,431.96
2017,8,transport,natural_gas,440.17
2017,9,transport,natural_gas,424.55
2017,10,transport,natural_gas,409.64
2017,11,transport,natural_gas,420.78
2017,12,transport,natural_gas,420.57
2018,1,transport,natural_gas,406.04
2018,2,transport,natural_gas,387.88
2018,3,transport,natural_gas,430.13
2018,4,transport,natural_gas,363.15
2018,5,transport,natural_gas,405.34
2018,6,transport,natural_gas,395.05
2018,7,transport,natural_gas,388.96
2018,8,transport,natural_gas,396.22
2018,9,transport,natural_gas,369.8
2018,10,transport,natural_gas,377.77
2018,11,transport,natural_gas,376.03
2018,12,transport,natural_gas,369.17
2019,1,transport,natural_gas,357.91
2019,2,transport,natural_gas,338.77
2019,3,transport,natural_gas,382.08
2019,4,transport,natural_gas,342.02
2019,5,transport,natural_gas,365.74
2019,6,transport,natural_gas,343.37
2019,7,transport,natural_gas,345.99
2019,8,transport,natural_gas,345.23
2019,9,transport,natural_gas,314.9
2019,10,transport,natural_gas,334.43
2019,11,transport,natural_gas,323.27
2019,12,transport,natural_gas,320.76
2020,1,transport,natural_gas,318.68
2020,2,transport,natural_gas,300.43
2020,3,transport,natural_gas,285.88
2020,4,transport,natural_gas,186.83
2020,5,transport,natural_gas,211.87
2020,6,transport,natural_gas,229.87
2020,7,transport,natural_gas,165.12
2020,8,transport,natural_gas,260.16
2020,9,transport,natural_gas,250.56
2020,10,transport,natural_gas,246.52
2020,11,transport,natural_gas,252.62
2020,12,transport,natural_gas,249.98
2021,1,transport,natural_gas,212.23
2021,2,transport,natural_gas,140.67
2021,3,transport,natural_gas,265.03
2021,4,transport,natural_gas,211.2
2021,5,transport,natural_gas,205.9
2021,6,transport,natural_gas,208.89
2021,7,transport,natural_gas,181.44
2021,8,transport,natural_gas,172.46
2021,9,transport,natural_gas,177.34
2021,10,transport,natural_gas,194.6
2021,11,transport,natural_gas,203.77
2021,12,transport,natural_gas,215.13
2022,1,transport,natural_gas,206.4
2022,2,transport,natural_gas,198.61
2022,3,transport,natural_gas,222.15
2022,4,transport,natural_gas,199.68
2022,5,transport,natural_gas,226.24
2022,6,transport,natural_gas,227.73
2022,7,transport,natural_gas,222.77
2022,8,transport,natural_gas,225.31
2022,9,transport,natural_gas,213.04
2022,10,transport,natural_gas,217.11
2022,11,transport,natural_gas,213.36
2022,12,transport,natural_gas,225.69
1987,1,industry,natural_gas,11.37
1987,2,industry,natural_gas,7.11
1987,3,industry,natural_gas,8.36
1987,4,industry,natural_gas,6.72
1987,5,industry,natural_gas,9.45
1987,6,industry,natural_gas,6.16
1987,7,industry,natural_gas,7.69
1987,8,industry,natural_gas,6.94
1987,9,industry,natural_gas,4.84
1987,10,industry,natural_gas,8.58
1987,11,industry,natural_gas,8.67
1987,12,industry,natural_gas,9.24
1988,1,industry,natural_gas,6.99
1988,2,industry,natural_gas,10.97
1988,3,industry,natural_gas,11.75
1988,4,industry,natural_gas,11.52
1988,5,industry,natural_gas,12.05
1988,6,industry,natural_gas,12.4
1988,7,industry,natural_gas,12.45
1988,8,industry,natural_gas,10.15
1988,9,industry,natural_gas,13.69
1988,10,industry,natural_gas,15.96
1988,11,industry,natural_gas,12.49
1988,12,industry,natural_gas,16.85
1989,1,industry,natural_gas,16.16
1989,2,industry,natural_gas,17.37
1989,3,industry,natural_gas,19.96
1989,4,industry,natural_gas,14.71
1989,5,industry,natural_gas,15.3
1989,6,industry,natural_gas,15.23
1989,7,industry,natural_gas,15.48
1989,8,industry,natural_gas,16.02
1989,9,industry,natural_gas,15.99
1989,10,industry,natural_gas,15.99
1989,11,industry,natural_gas,20.06
1989,12,industry,natural_gas,22.22
1990,1,industry,natural_gas,24.74
1990,2,industry,natural_gas,22.5
1990,3,industry,natural_gas,25.09
1990,4,industry,natural_gas,25.03
1990,5,industry,natural_gas,27.16
1990,6,industry,natural_gas,27.34
1990,7,industry,natural_gas,27.47
1990,8,industry,natural_gas,30.64
1990,9,industry,natural_gas,33.02
1990,10,industry,natural_gas,35.12
1990,11,industry,natural_gas,35.22
1990,12,industry,natural_gas,57.97
1991,1,industry,natural_gas,60.95
1991,2,industry,natural_gas,48.56
1991,3,industry,natural_gas,38.62
1991,4,industry,natural_gas,35.07
1991,5,industry,natural_gas,34.58
1991,6,industry,natural_gas,35.88
1991,7,industry,natural_gas,39.52
1991,8,industry,natural_gas,43.18
1991,9,industry,natural_gas,42.59
1991,10,industry,natural_gas,44.21
1991,11,industry,natural_gas,44.17
1991,12,industry,natural_gas,48.29
1992,1,industry,natural_gas,46.83
1992,2,industry,natural_gas,51.6
1992,3,industry,natural_gas,58.8
1992,4,industry,natural_gas,54.5
1992,5,industry,natural_gas,59.51
1992,6,industry,natural_gas,62.03
1992,7,industry,natural_gas,61.55
1992,8,industry,natural_gas,61.59
1992,9,industry,natural_gas,60.06
1992,10,industry,natural_gas,66.17
1992,11,industry,natural_gas,66.33
1992,12,industry,natural_gas,65.99
1993,1,industry,natural_gas,67.43
1993,2,industry,natural_gas,63.61
1993,3,industry,natural_gas,70.22
1993,4,industry,natural_gas,65.91
1993,5,industry,natural_gas,73.28
1993,6,industry,natural_gas,77.22
1993,7,industry,natural_gas,76.1
1993,8,industry,natural_gas,78.18
1993,9,industry,natural_gas,60.52
1993,10,industry,natural_gas,71.99
1993,11,industry,natural_gas,89.67
1993,12,industry,natural_gas,75.75
1994,1,industry,natural_gas,74.02
1994,2,industry,natural_gas,76.07
1994,3,industry,natural_gas,90.38
1994,4,industry,natural_gas,76.48
1994,5,industry,natural_gas,92.4
1994,6,industry,natural_gas,95.26
1994,7,industry,natural_gas,93.69
1994,8,industry,natural_gas,105.34
1994,9,industry,natural_gas,102.52
1994,10,industry,natural_gas,96.05
1994,11,industry,natural_gas,123.29
1994,12,industry,natural_gas,116.49
1995,1,industry,natural_gas,123.48
1995,2,industry,natural_gas,109.01
1995,3,industry,natural_gas,126.17
1995,4,industry,natural_gas,105.73
1995,5,industry,natural_gas,128.29
1995,6,industry,natural_gas,119.32
1995,7,industry,natural_gas,113.81
1995,8,industry,natural_gas,117.04
1995,9,industry,natural_gas,138.05
1995,10,industry,natural_gas,148.5
1995,11,industry,natural_gas,163.78
1995,12,industry,natural_gas,155.62
1996,1,industry,natural_gas,114.07
1996,2,industry,natural_gas,128.63
1996,3,industry,natural_gas,111.68
1996,4,industry,natural_gas,137.07
1996,5,industry,natural_gas,172.12
1996,6,industry,natural_gas,157.91
1996,7,industry,natural_gas,145.05
1996,8,industry,natural_gas,139.46
1996,9,industry,natural_gas,147.96
1996,10,industry,natural_gas,133.23
1996,11,industry,natural_gas,143.36
1996,12,industry,natural_gas,133.69
1997,1,industry,natural_gas,177.71
1997,2,industry,natural_gas,173.23
1997,3,industry,natural_gas,164.38
1997,4,industry,natural_gas,156.69
1997,5,industry,natural_gas,144.87
1997,6,industry,natural_gas,169.04
1997,7,industry,natural_gas,176.49
1997,8,industry,natural_gas,181.03
1997,9,industry,natural_gas,179.34
1997,10,industry,natural_gas,171.42
1997,11,industry,natural_gas,179.4
1997,12,industry,natural_gas,175.5
1998,1,industry,natural_gas,143.53
1998,2,industry,natural_gas,152.03
1998,3,industry,natural_gas,155.82
1998,4,industry,natural_gas,165.02
1998,5,industry,natural_gas,162.81
1998,6,industry,natural_gas,164.09
1998,7,industry,natural_gas,134.27
1998,8,industry,natural_gas,150.05
1998,9,industry,natural_gas,165.37
1998,10,industry,natural_gas,168.86
1998,11,industry,natural_gas,165.48
1998,12,industry,natural_gas,224.12
1999,1,industry,natural_gas,190.58
1999,2,industry,natural_gas,160.36
1999,3,industry,natural_gas,204.15
1999,4,industry,natural_gas,167.46
1999,5,industry,natural_gas,181.9
1999,6,industry,natural_gas,227.38
1999,7,industry,natural_gas,226.62
1999,8,industry,natural_gas,239.9
1999,9,industry,natural_gas,249.04
1999,10,industry,natural_gas,255.91
1999,11,industry,natural_gas,245.72
1999,12,industry,natural_gas,265.4
2000,1,industry,natural_gas,238.04
2000,2,industry,natural_gas,270.7
2000,3,industry,natural_gas,253.06
2000,4,industry,natural_gas,273.03
2000,5,industry,natural_gas,290.73
2000,6,industry,natural_gas,314.96
2000,7,industry,natural_gas,335.28
2000,8,industry,natural_gas,319.32
2000,9,industry,natural_gas,346.92
2000,10,industry,natural_gas,370.56
2000,11,industry,natural_gas,460.29
2000,12,industry,natural_gas,386.46
2001,1,industry,natural_gas,296.12
2001,2,industry,natural_gas,253.33
2001,3,industry,natural_gas,305.2
2001,4,industry,natural_gas,294.03
2001,5,industry,natural_gas,321.98
2001,6,industry,natural_gas,311.05
2001,7,industry,natural_gas,329.39
2001,8,industry,natural_gas,350.63
2001,9,industry,natural_gas,313.62
2001,10,industry,natural_gas,362.4
2001,11,industry,natural_gas,337.88
2001,12,industry,natural_gas,287.81
2002,1,industry,natural_gas,337.95
2002,2,industry,natural_gas,313.57
2002,3,industry,natural_gas,291.92
2002,4,industry,natural_gas,353.92
2002,5,industry,natural_gas,366.37
2002,6,industry,natural_gas,351.2
2002,7,industry,natural_gas,389.87
2002,8,industry,natural_gas,375.88
2002,9,industry,natural_gas,365.36
2002,10,industry,natural_gas,386.79
2002,11,industry,natural_gas,350.76
2002,12,industry,natural_gas,340.29
2003,1,industry,natural_gas,401.21
2003,2,industry,natural_gas,345.82
2003,3,industry,natural_gas,367.54
2003,4,industry,natural_gas,380.43
2003,5,industry,natural_gas,361.14
2003,6,industry,natural_gas,383.24
2003,7,industry,natural_gas,397.88
2003,8,industry,natural_gas,366.69
2003,9,industry,natural_gas,418.03
2003,10,industry,natural_gas,417.58
2003,11,industry,natural_gas,361.6
2003,12,industry,natural_gas,421.83
2004,1,industry,natural_gas,417.02
2004,2,industry,natural_gas,404.6
2004,3,industry,natural_gas,444.17
2004,4,industry,natural_gas,415.9
2004,5,industry,natural_gas,445.7
2004,6,industry,natural_gas,446.86
2004,7,industry,natural_gas,440.54
2004,8,industry,natural_gas,464.35
2004,9,industry,natural_gas,464.58
2004,10,industry,natural_gas,469.35
2004,11,industry,natural_gas,483.56
2004,12,industry,natural_gas,457.31
2005,1,industry,natural_gas,497.91
2005,2,industry,natural_gas,415.92
2005,3,industry,natural_gas,478.13
2005,4,industry,natural_gas,419.45
2005,5,industry,natural_gas,459.42
2005,6,industry,natural_gas,444.1
2005,7,industry,natural_gas,450.84
2005,8,industry,natural_gas,508.5
2005,9,industry,natural_gas,488.4
2005,10,industry,natural_gas,486.91
2005,11,industry,natural_gas,497.83
2005,12,industry,natural_gas,476.83
2006,1,industry,natural_gas,510.09
2006,2,industry,natural_gas,462.29
2006,3,industry,natural_gas,523.66
2006,4,industry,natural_gas,471.16
2006,5,industry,natural_gas,552.98
2006,6,industry,natural_gas,521.36
2006,7,industry,natural_gas,531.72
2006,8,industry,natural_gas,566.81
2006,9,industry,natural_gas,532.56
2006,10,industry,natural_gas,579.69
2006,11,industry,natural_gas,584.92
2006,12,industry,natural_gas,571.01
2007,1,industry,natural_gas,678.0
2007,2,industry,natural_gas,603.32
2007,3,industry,natural_gas,623.75
2007,4,industry,natural_gas,617.17
2007,5,industry,natural_gas,664.19
2007,6,industry,natural_gas,618.56
2007,7,industry,natural_gas,627.45
2007,8,industry,natural_gas,690.88
2007,9,industry,natural_gas,636.59
2007,10,industry,natural_gas,722.5
2007,11,industry,natural_gas,700.31
2007,12,industry,natural_gas,697.86
2008,1,industry,natural_gas,733.13
2008,2,industry,natural_gas,715.0
2008,3,industry,natural_gas,760.3
2008,4,industry,natural_gas,756.53
2008,5,industry,natural_gas,787.57
2008,6,industry,natural_gas,749.58
2008,7,industry,natural_gas,856.9
2008,8,industry,natural_gas,825.87
2008,9,industry,natural_gas,840.24
2008,10,industry,natural_gas,806.8
2008,11,industry,natural_gas,742.36
2008,12,industry,natural_gas,763.87
2009,1,industry,natural_gas,826.76
2009,2,industry,natural_gas,797.73
2009,3,industry,natural_gas,924.42
2009,4,industry,natural_gas,854.96
2009,5,industry,natural_gas,914.36
2009,6,industry,natural_gas,951.15
2009,7,industry,natural_gas,929.62
2009,8,industry,natural_gas,948.71
2009,9,industry,natural_gas,996.62
2009,10,industry,natural_gas,1060.97
2009,11,industry,natural_gas,1032.17
2009,12,industry,natural_gas,1018.22
2010,1,industry,natural_gas,1050.86
2010,2,industry,natural_gas,1050.8
2010,3,industry,natural_gas,1217.01
2010,4,industry,natural_gas,1073.87
2010,5,industry,natural_gas,1139.01
2010,6,industry,natural_gas,1167.44
2010,7,industry,natural_gas,1174.96
2010,8,industry,natural_gas,1214.39
2010,9,industry,natural_gas,1216.3
2010,10,industry,natural_gas,1199.96
2010,11,industry,natural_gas,1215.19
2010,12,industry,natural_gas,1278.45
2011,1,industry,natural_gas,1250.63
2011,2,industry,natural_gas,1191.63
2011,3,industry,natural_gas,1456.25
2011,4,industry,natural_gas,1357.31
2011,5,industry,natural_gas,1457.22
2011,6,industry,natural_gas,1485.64
2011,7,industry,natural_gas,1504.08
2011,8,industry,natural_gas,1531.61
2011,9,industry,natural_gas,1527.98
2011,10,industry,natural_gas,1449.38
2011,11,industry,natural_gas,1327.13
2011,12,industry,natural_gas,1463.9
2012,1,industry,natural_gas,1536.12
2012,2,industry,natural_gas,1524.07
2012,3,industry,natural_gas,1587.35
2012,4,industry,natural_gas,1556.78
2012,5,industry,natural_gas,1647.63
2012,6,industry,natural_gas,1591.9
2012,7,industry,natural_gas,1644.05
2012,8,industry,natural_gas,1668.26
2012,9,industry,natural_gas,1639.8
2012,10,industry,natural_gas,1678.88
2012,11,industry,natural_gas,1640.73
2012,12,industry,natural_gas,1585.83
2013,1,industry,natural_gas,1651.42
2013,2,industry,natural_gas,1525.18
2013,3,industry,natural_gas,1684.6
2013,4,industry,natural_gas,1582.28
2013,5,industry,natural_gas,1664.67
2013,6,industry,natural_gas,1591.12
2013,7,industry,natural_gas,1772.54
2013,8,industry,natural_gas,1731.95
2013,9,industry,natural_gas,1709.51
2013,10,industry,natural_gas,1749.3
2013,11,industry,natural_gas,1665.63
2013,12,industry,natural_gas,1698.25
2014,1,industry,natural_gas,1702.12
2014,2,industry,natural_gas,1604.7
2014,3,industry,natural_gas,1675.09
2014,4,industry,natural_gas,1627.44
2014,5,industry,natural_gas,1705.94
2014,6,industry,natural_gas,1680.09
2014,7,industry,natural_gas,1780.79
2014,8,industry,natural_gas,1812.6
2014,9,industry,natural_gas,1812.45
2014,10,industry,natural_gas,1810.24
2014,11,industry,natural_gas,1712.87
2014,12,industry,natural_gas,1679.02
2015,1,industry,natural_gas,1661.08
2015,2,industry,natural_gas,1619.41
2015,3,industry,natural_gas,1857.55
2015,4,industry,natural_gas,1707.48
2015,5,industry,natural_gas,1787.04
2015,6,industry,natural_gas,1781.57
2015,7,industry,natural_gas,1726.46
2015,8,industry,natural_gas,1546.94
2015,9,industry,natural_gas,1645.82
2015,10,industry,natural_gas,1622.69
2015,11,industry,natural_gas,1645.7
2015,12,industry,natural_gas,1689.35
2016,1,industry,natural_gas,1651.13
2016,2,industry,natural_gas,1652.2
2016,3,industry,natural_gas,1775.3
2016,4,industry,natural_gas,1672.23
2016,5,industry,natural_gas,1788.85
2016,6,industry,natural_gas,1708.8
2016,7,industry,natural_gas,1740.97
2016,8,industry,natural_gas,1778.44
2016,9,industry,natural_gas,1736.28
2016,10,industry,natural_gas,1714.93
2016,11,industry,natural_gas,1749.34
2016,12,industry,natural_gas,1749.34
2017,1,industry,natural_gas,1665.73
2017,2,industry,natural_gas,1582.64
2017,3,industry,natural_gas,1767.84
2017,4,industry,natural_gas,1622.66
2017,5,industry,natural_gas,1794.39
2017,6,industry,natural_gas,1682.22
2017,7,industry,natural_gas,1720.75
2017,8,industry,natural_gas,1763.39
2017,9,industry,natural_gas,1720.52
2017,10,industry,natural_gas,1765.4
2017,11,industry,natural_gas,1725.48
2017,12,industry,natural_gas,1737.84
2018,1,industry,natural_gas,1757.34
2018,2,industry,natural_gas,1639.86
2018,3,industry,natural_gas,1781.79
2018,4,industry,natural_gas,1701.62
2018,5,industry,natural_gas,1768.93
2018,6,industry,natural_gas,1741.64
2018,7,industry,natural_gas,1781.25
2018,8,industry,natural_gas,1798.84
2018,9,industry,natural_gas,1660.42
2018,10,industry,natural_gas,1778.82
2018,11,industry,natural_gas,1747.9
2018,12,industry,natural_gas,1698.33
2019,1,industry,natural_gas,1755.66
2019,2,industry,natural_gas,1613.79
2019,3,industry,natural_gas,1766.32
2019,4,industry,natural_gas,1673.95
2019,5,industry,natural_gas,1733.96
2019,6,industry,natural_gas,1673.68
2019,7,industry,natural_gas,1727.71
2019,8,industry,natural_gas,1767.2
2019,9,industry,natural_gas,1707.48
2019,10,industry,natural_gas,1619.14
2019,11,industry,natural_gas,1577.97
2019,12,industry,natural_gas,1625.64
2020,1,industry,natural_gas,1712.73
2020,2,industry,natural_gas,1559.44
2020,3,industry,natural_gas,1674.01
2020,4,industry,natural_gas,1429.78
2020,5,industry,natural_gas,1427.91
2020,6,industry,natural_gas,1382.55
2020,7,industry,natural_gas,1451.49
2020,8,industry,natural_gas,1493.41
2020,9,industry,natural_gas,1498.01
2020,10,industry,natural_gas,1584.11
2020,11,industry,natural_gas,1590.55
2020,12,industry,natural_gas,1536.96
2021,1,industry,natural_gas,1494.36
2021,2,industry,natural_gas,1465.63
2021,3,industry,natural_gas,1631.77
2021,4,industry,natural_gas,1579.17
2021,5,industry,natural_gas,1652.53
2021,6,industry,natural_gas,1626.98
2021,7,industry,natural_gas,1601.67
2021,8,industry,natural_gas,1564.6
2021,9,industry,natural_gas,1452.62
2021,10,industry,natural_gas,1547.99
2021,11,industry,natural_gas,1557.38
2021,12,industry,natural_gas,1576.14
2022,1,industry,natural_gas,1583.38
2022,2,industry,natural_gas,1458.29
2022,3,industry,natural_gas,1716.89
2022,4,industry,natural_gas,1701.85
2022,5,industry,natural_gas,1683.42
2022,6,industry,natural_gas,1684.92
2022,7,industry,natural_gas,1701.02
2022,8,industry,natural_gas,1764.82
2022,9,industry,natural_gas,1679.07
2022,10,industry,natural_gas,1612.04
2022,11,industry,natural_gas,1539.67
2022,12,industry,natural_gas,1553.15
