Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
3.6,6,12.8,8.6,10.9,251
3.6,6,17.3,11.7,14.8,237
3.6,6,14.1,9.5,12.0,276
3.6,6,19.7,13.3,16.8,269
3.6,6,12.4,7.8,10.3,237
5.7,8,15.6,10.0,13.1,301
6.4,8,16.8,10.4,13.9,320
5.7,8,14.8,9.3,12.3,283
6.4,8,15.7,9.5,12.9,297
6.4,8,16.8,10.4,13.9,320
6.4,8,15.7,9.5,12.9,297
6.2,8,18.0,10.7,14.7,338
6.2,8,18.1,11.4,15.1,347
3.6,6,13.7,8.9,11.5,264
3.6,6,13.7,8.9,11.5,264
3.6,6,18.7,12.4,15.9,254
3.6,6,12.4,7.7,10.3,237
3.6,6,12.4,7.7,10.3,237
3.6,6,16.8,10.3,13.9,222
5.7,8,15.7,9.6,12.9,297
5.7,8,14.8,9.3,12.3,283
3.6,6,12.8,8.6,10.9,251
3.6,6,12.8,8.6,10.9,251
3.6,6,17.3,11.7,14.8,237
5.7,8,16.1,10.0,13.4,308
6.4,8,15.7,9.5,12.9,297
6.2,8,18.0,10.7,14.7,338
2.0,4,9.4,6.5,8.1,186
2.0,4,9.9,7.0,8.6,198
2.0,4,13.3,9.3,11.5,184
2.4,4,10.1,6.8,8.6,198
2.4,4,10.5,6.7,8.8,202
2.4,4,10.6,7.5,9.2,212
2.4,4,10.2,7.0,8.8,202
1.4,4,8.4,5.9,7.3,168
1.4,4,8.5,5.8,7.3,168
3.6,6,13.9,9.8,12.1,278
3.6,6,17.7,13.0,15.6,250
5.7,8,17.3,11.5,14.7,338
3.6,6,13.7,9.4,11.8,271
3.6,6,19.2,13.1,16.4,262
2.4,4,12.7,9.1,11.1,255
3.6,6,14.2,9.4,12.1,278
3.6,6,18.9,12.9,16.2,259
3.6,6,14.5,9.9,12.4,285
8.4,10,19.4,11.3,15.8,363
1.4,4,8.7,6.9,7.9,182
1.4,4,7.9,6.3,7.2,166
1.4,4,8.7,6.9,7.9,182
1.4,4,7.6,5.9,6.8,156
1.4,4,9.6,7.3,8.6,198
1.4,4,8.5,6.9,7.8,179
1.4,4,9.6,7.3,8.6,198
1.4,4,8.5,6.9,7.8,179
1.4,4,9.6,7.3,8.6,198
1.4,4,8.5,6.9,7.8,179
1.4,4,10.6,7.8,9.4,216
1.4,4,9.9,7.2,8.7,200
1.4,4,9.3,7.1,8.3,191
2.0,4,5.6,6.4,6.0,138
2.0,4,11.5,7.8,9.8,225
2.0,4,11.3,7.9,9.8,225
3.5,6,13.2,9.0,11.3,260
2.0,4,11.8,8.4,10.3,237
3.5,6,13.7,9.6,11.8,271
2.7,6,13.6,9.8,11.9,274
1.6,4,10.4,7.4,9.0,207
2.0,4,10.9,8.0,9.6,221
2.5,4,10.9,7.6,9.5,218
1.6,4,10.6,8.0,9.4,216
2.0,4,11.4,8.4,10.1,232
3.5,6,16.2,11.8,14.2,327
3.5,6,16.4,12.0,14.4,331
2.0,4,11.9,8.5,10.4,239
3.5,6,13.7,9.7,11.9,274
3.5,6,18.6,13.0,16.1,258
3.5,6,14.9,10.7,13.0,299
3.5,6,14.2,10.3,12.5,288
3.5,6,19.2,14.1,16.9,270
2.7,6,12.2,9.2,10.8,248
3.5,6,13.7,9.9,12.0,276
3.5,6,13.2,9.6,11.5,264
3.5,6,17.9,13.0,15.7,251
5.0,8,15.5,10.6,13.3,306
5.0,8,20.7,14.3,17.9,286
2.7,6,13.3,10.4,12.0,276
3.5,6,14.2,10.4,12.5,288
3.5,6,13.9,10.5,12.4,285
3.5,6,18.9,14.2,16.8,269
5.0,8,16.0,11.3,13.9,320
5.0,8,21.7,15.1,18.7,299
1.6,4,8.7,6.4,7.6,175
1.6,4,8.5,6.5,7.6,175
1.0,3,7.5,5.5,6.6,152
1.6,4,8.4,6.2,7.4,170
1.6,4,8.9,6.8,8.0,184
3.5,6,13.3,9.5,11.6,267
3.5,6,13.7,10.1,12.1,278
3.5,6,14.6,10.4,12.8,294
1.0,3,8.1,5.9,7.1,163
2.0,4,10.2,7.3,8.9,205
2.0,4,8.9,6.2,7.7,177
2.0,4,11.9,8.5,10.4,166
2.0,4,9.1,6.3,7.8,179
2.0,4,12.2,8.6,10.6,170
2.0,4,9.3,6.7,8.1,186
2.0,4,12.4,9.1,10.9,174
1.5,4,9.9,6.5,8.4,193
1.5,4,9.4,6.3,8.0,184
2.0,4,10.5,7.0,8.9,205
2.5,4,10.6,7.0,8.9,205
2.0,4,10.8,7.5,9.3,214
2.0,4,5.4,5.8,5.5,126
2.3,4,11.0,7.4,9.4,216
2.3,4,10.6,7.5,9.2,212
3.7,6,12.6,8.5,10.7,246
3.7,6,13.5,8.3,11.2,258
5.0,8,14.9,9.5,12.4,285
5.0,8,15.2,9.3,12.5,288
2.3,4,11.6,7.9,9.9,228
5.0,8,15.4,10.0,13.0,299
3.5,6,16.6,12.5,14.7,338
3.7,6,16.6,12.6,14.8,340
3.7,6,22.1,16.7,19.7,315
2.0,4,10.5,7.4,9.1,209
3.5,6,13.9,9.5,11.9,274
3.5,6,12.2,8.2,10.4,239
3.5,6,17.4,11.3,14.7,235
3.5,6,13.0,9.1,11.3,260
3.5,6,18.8,12.6,16.0,256
1.6,4,10.6,7.9,9.4,216
2.5,4,11.3,8.2,9.9,228
2.5,4,11.7,8.4,10.2,235
2.5,4,12.0,8.5,10.4,239
3.6,6,14.2,9.9,12.3,283
3.6,6,14.6,10.2,12.6,290
2.5,4,11.9,8.8,10.5,242
2.5,4,12.2,9.1,10.8,248
3.6,6,13.0,9.2,11.3,260
2.5,4,12.7,9.5,11.3,260
3.6,6,13.5,9.8,11.8,271
4.8,8,21.0,14.2,18.0,414
6.0,8,22.0,14.9,18.8,432
6.0,8,22.0,14.9,18.8,432
6.0,8,30.3,20.5,25.9,414
4.8,8,21.3,14.3,18.1,416
6.0,8,22.2,15.1,19.0,437
6.0,8,22.2,15.1,19.0,437
6.0,8,30.6,20.6,26.1,418
4.3,6,13.4,9.9,11.9,274
4.3,6,19.3,14.3,17.1,274
5.3,8,14.6,10.3,12.7,292
5.3,8,19.9,13.8,17.2,275
6.2,8,16.1,11.4,14.0,322
4.3,6,14.1,10.6,12.5,288
4.3,6,20.3,15.2,18.0,288
5.3,8,14.9,10.7,13.0,299
5.3,8,20.2,14.3,17.5,280
6.2,8,16.3,11.6,14.2,327
2.4,4,10.5,7.3,9.1,209
2.4,4,10.5,7.3,9.1,209
2.4,4,15.6,10.8,13.4,214
3.6,6,14.2,9.5,12.1,278
2.4,4,11.5,8.2,10.0,230
3.6,6,14.8,9.9,12.6,290
5.3,8,14.9,10.1,12.7,292
5.3,8,20.2,13.6,17.2,275
5.3,8,15.1,10.4,13.0,299
5.3,8,20.5,14.0,17.6,282
6.2,8,16.2,11.4,14.0,322
6.2,8,15.9,11.1,13.8,317
5.3,8,14.9,10.1,12.7,292
5.3,8,20.2,13.6,17.2,275
5.3,8,15.4,10.8,13.3,306
5.3,8,22.1,15.4,19.1,306
6.2,8,16.8,11.7,14.5,334
6.2,8,16.4,11.7,14.3,329
2.4,4,8.8,6.5,7.8,179
2.4,4,9.0,6.7,8.0,184
2.4,4,10.1,6.9,8.7,200
3.5,6,11.0,6.8,9.1,209
3.5,6,11.4,7.3,9.5,219
3.5,6,13.0,8.4,10.9,251
2.0,4,4.7,5.3,5.0,115
1.8,4,7.9,6.1,7.1,163
1.8,4,8.1,6.2,7.2,166
1.8,4,8.6,6.6,7.7,177
2.4,4,10.8,7.6,9.4,216
1.5,4,5.3,5.0,5.2,120
2.4,4,8.6,6.9,7.8,179
2.4,4,9.1,7.2,8.3,191
1.5,4,6.6,6.0,6.3,145
1.5,4,7.6,6.1,6.9,159
1.5,4,7.0,5.7,6.4,147
1.5,4,7.3,6.1,6.8,156
1.5,4,8.1,6.4,7.3,168
3.5,6,12.3,8.5,10.6,244
3.5,6,13.3,9.3,11.5,264
3.5,6,13.8,9.7,12.0,276
1.6,4,8.9,6.3,7.7,177
1.6,4,8.7,6.3,7.6,175
1.8,4,8.5,6.3,7.5,172
1.8,4,8.8,6.4,7.7,177
2.0,4,9.7,6.7,8.3,191
2.0,4,9.8,7.0,8.5,196
2.0,4,9.6,6.8,8.3,191
2.0,4,9.7,6.7,8.3,191
2.0,4,9.7,7.2,8.6,198
2.0,4,9.8,6.9,8.5,196
5.0,8,15.8,10.2,13.3,306
3.8,6,14.4,9.4,12.1,278
5.0,8,17.3,10.5,14.2,327
3.8,6,14.6,9.6,12.3,283
3.8,6,14.4,9.9,12.4,285
3.3,6,12.9,9.4,11.3,260
3.3,6,13.0,9.7,11.5,264
2.4,4,11.7,8.7,10.3,237
2.0,4,12.9,9.8,11.5,264
2.4,4,12.5,9.3,11.1,255
3.3,6,13.9,10.8,12.5,287
2.0,4,10.4,7.4,9.1,209
2.4,4,9.8,6.7,8.4,193
2.4,4,9.8,6.7,8.4,193
2.4,4,6.6,5.9,6.3,145
2.4,4,6.6,5.9,6.3,145
2.0,4,10.2,8.2,9.3,214
2.0,4,11.4,8.5,10.1,232
2.4,4,11.3,8.3,10.0,230
2.0,4,11.4,9.3,10.4,239
2.4,4,11.6,9.3,10.6,244
1.6,4,8.6,6.6,7.7,177
1.6,4,9.0,6.7,8.0,184
1.6,4,9.9,7.6,8.8,202
1.6,4,9.7,7.0,8.5,196
3.7,6,12.0,8.1,10.3,237
3.7,6,12.5,8.7,10.8,248
3.5,6,8.2,6.7,7.5,172
3.5,6,8.7,7.5,8.2,189
3.7,6,12.4,8.7,10.7,246
3.7,6,13.6,9.3,11.6,267
3.7,6,13.3,9.4,11.5,264
3.7,6,13.6,9.3,11.7,269
3.7,6,14.3,9.8,12.3,283
3.7,6,12.8,8.9,11.0,253
5.6,8,14.8,9.5,12.4,285
3.7,6,13.2,9.6,11.6,267
5.6,8,15.0,10.2,12.9,297
3.5,6,8.0,6.9,7.5,172
3.7,6,13.7,9.7,11.9,274
3.5,6,11.4,8.5,10.1,232
3.5,6,12.2,8.9,10.7,246
2.5,4,8.9,8.4,8.7,200
3.7,6,14.6,10.7,12.8,294
5.6,8,16.9,11.9,14.7,338
3.0,6,11.8,8.4,10.3,237
3.0,6,11.8,8.4,10.3,237
3.0,6,12.2,8.7,10.6,244
3.0,6,12.2,8.7,10.6,244
5.0,8,15.0,10.2,12.8,294
5.0,8,15.0,10.2,12.8,294
2.0,4,12.3,8.2,10.5,242
3.0,6,13.9,8.8,11.6,267
5.0,8,15.7,10.3,13.2,304
5.0,8,21.3,14.1,18.1,290
5.0,8,15.7,10.3,13.2,304
3.0,6,14.6,9.6,12.4,285
5.0,8,15.8,10.2,13.3,306
5.0,8,20.6,13.6,17.5,280
3.0,6,14.7,9.6,12.5,288
5.0,8,15.8,10.2,13.3,306
5.0,8,20.6,13.6,17.5,280
5.0,8,15.8,10.2,13.3,306
5.0,8,15.8,10.2,13.3,306
5.0,8,15.9,10.9,13.6,313
5.0,8,15.6,10.9,13.4,308
5.0,8,15.9,10.9,13.6,313
5.0,8,15.6,10.9,13.4,308
2.4,4,10.9,7.7,9.5,218
2.4,4,10.9,7.7,9.5,218
2.4,4,15.2,10.2,12.9,206
3.2,6,11.4,8.1,9.9,228
2.4,4,11.3,8.3,10.0,230
2.4,4,11.3,8.3,10.0,230
2.4,4,15.9,11.0,13.7,219
3.2,6,11.6,8.5,10.2,235
2.4,4,11.4,8.6,10.1,232
3.2,6,12.6,8.9,10.9,251
2.4,4,12.1,9.4,10.9,251
3.2,6,12.2,9.0,10.8,248
2.0,4,10.7,8.8,9.9,228
2.0,4,10.2,7.8,9.2,212
2.4,4,11.2,8.6,10.0,230
2.4,4,10.2,8.2,9.3,214
2.4,4,11.4,8.7,10.2,235
2.4,4,10.6,8.6,9.7,223
2.4,4,11.7,10.3,11.1,255
3.0,6,11.2,8.4,9.9,267
3.6,6,13.9,9.8,12.1,278
3.6,6,17.7,13.0,15.6,250
5.7,8,17.3,11.5,14.7,338
6.4,8,18.5,12.6,15.8,363
2.0,4,10.7,8.8,9.9,228
2.0,4,10.2,7.8,9.2,212
2.4,4,11.2,8.6,10.0,230
2.4,4,10.2,8.2,9.3,214
2.4,4,11.4,8.7,10.2,235
2.4,4,10.6,8.6,9.7,223
2.4,4,11.7,10.3,11.1,255
1.4,4,9.9,7.5,8.8,202
2.4,4,10.8,7.7,9.4,216
2.4,4,14.2,9.9,12.2,195
1.4,4,9.9,7.5,8.8,202
2.4,4,11.2,8.0,9.8,225
3.6,6,14.1,11.1,12.8,294
3.6,6,14.2,11.0,12.8,294
3.6,6,14.8,11.7,13.4,308
3.6,6,15.0,11.4,13.4,308
3.3,6,12.7,8.4,10.7,246
1.8,4,8.8,6.1,7.6,175
1.8,4,9.3,6.3,7.9,182
2.0,4,9.7,6.7,8.3,191
2.0,4,9.8,6.9,8.5,196
1.6,4,11.1,8.0,9.7,223
1.6,4,11.1,8.2,9.8,225
2.0,4,9.5,7.2,8.5,196
2.0,4,9.7,6.9,8.4,193
1.6,4,10.6,7.8,9.4,216
1.6,4,10.8,8.1,9.6,221
2.0,4,9.7,7.1,8.6,198
2.0,4,10.0,7.4,8.8,202
3.8,6,13.3,8.9,11.3,260
5.0,8,15.7,10.3,13.3,306
2.0,4,11.7,7.7,9.9,228
2.4,4,10.2,6.9,8.7,200
2.4,4,6.6,5.9,6.3,145
2.4,4,6.7,6.1,6.4,147
1.6,4,8.8,6.3,7.7,177
1.6,4,8.7,6.4,7.7,177
1.6,4,8.5,6.3,7.6,175
2.0,4,10.6,7.6,9.3,214
2.0,4,10.8,7.4,9.3,214
3.3,6,13.2,9.7,11.6,267
3.3,6,12.9,9.5,11.4,262
3.3,6,14.2,10.5,12.5,288
2.4,4,11.8,8.7,10.4,239
3.3,6,12.7,9.0,11.1,255
2.4,4,12.2,9.4,10.9,251
3.3,6,13.4,10.0,11.8,271
1.6,4,9.8,7.8,8.9,205
1.6,4,9.9,7.8,9.0,207
2.0,4,10.1,7.7,9.0,207
2.0,4,9.7,7.7,8.8,202
2.4,4,11.4,8.3,10.0,230
2.4,4,12.9,9.2,11.3,260
2.0,4,12.6,9.7,11.3,260
2.4,4,12.0,9.1,10.7,246
6.5,12,22.2,12.7,17.9,412
6.5,12,24.0,14.5,19.7,453
5.2,10,16.8,11.7,14.5,334
6.5,12,22.1,13.9,18.4,423
2.0,4,13.5,9.9,11.9,274
3.0,6,16.2,12.1,14.3,329
3.0,6,13.9,10.4,12.3,283
5.0,8,17.2,12.5,15.1,347
5.0,8,25.0,16.9,21.4,342
5.0,8,17.2,12.5,15.1,347
5.0,8,25.0,16.9,21.4,342
2.0,4,11.3,7.9,9.7,223
2.0,4,11.3,7.9,9.7,223
3.0,6,14.0,10.5,12.4,285
5.0,8,16.6,12.3,14.7,338
5.0,8,24.0,16.6,20.7,331
1.8,4,5.5,5.9,5.7,131
2.5,4,5.8,6.1,5.9,136
3.5,6,11.3,7.5,9.6,221
3.5,6,12.3,8.5,10.6,244
3.5,6,12.6,9.1,11.0,253
3.5,6,8.0,6.9,7.5,172
4.6,8,15.7,11.7,13.9,320
2.5,6,11.1,7.8,9.6,221
2.5,6,11.8,8.7,10.4,239
2.5,6,11.2,7.8,9.6,221
3.5,6,12.3,8.5,10.6,244
3.5,6,12.6,9.1,11.0,253
3.5,6,12.2,8.7,10.6,244
4.6,8,14.4,9.6,12.3,283
4.6,8,15.2,10.2,12.9,297
4.6,8,15.2,10.2,12.9,297
5.0,8,12.7,10.1,11.5,264
5.7,8,19.0,13.6,16.6,382
2.0,4,10.6,8.4,9.6,221
2.0,4,10.8,8.8,9.9,228
2.5,4,7.1,7.7,7.4,170
3.5,6,12.3,8.5,10.6,244
3.5,6,12.6,9.1,11.0,253
5.0,8,15.2,9.5,12.6,290
3.5,6,13.3,9.8,11.7,269
3.5,6,12.7,9.1,11.1,255
3.5,6,8.0,8.5,8.2,189
2.0,4,12.4,9.0,10.9,251
2.3,4,12.9,9.2,11.2,258
3.5,6,13.9,9.5,11.9,274
3.7,6,13.1,9.0,11.2,258
3.5,6,14.6,10.4,12.8,294
2.0,4,11.5,8.4,10.1,232
3.7,6,14.1,10.0,12.2,281
3.7,6,13.7,10.3,12.1,278
2.0,4,10.5,7.0,8.9,205
3.7,6,13.1,9.2,11.3,260
2.0,4,5.7,6.0,5.8,133
3.5,6,16.2,11.8,14.2,327
3.5,6,16.1,12.3,14.4,331
3.0,6,15.2,9.6,12.7,292
3.0,6,15.6,9.5,12.8,294
4.7,8,18.2,11.4,15.1,347
4.7,8,18.2,11.6,15.2,350
3.8,8,17.5,10.7,14.5,334
3.0,6,15.7,9.7,13.0,299
2.0,4,8.9,7.3,8.2,189
2.0,4,9.0,6.8,8.0,184
2.5,4,9.6,7.4,8.6,198
2.0,4,9.3,7.6,8.5,196
2.5,4,9.9,7.9,9.0,207
3.7,6,14.2,10.0,12.3,283
3.7,6,14.3,10.6,12.7,292
2.0,4,7.9,5.7,6.9,159
2.0,4,8.0,5.8,7.0,161
2.5,4,8.4,6.1,7.4,170
2.5,4,8.2,5.9,7.2,166
2.5,4,9.3,6.4,8.0,184
2.0,4,8.0,5.9,7.0,161
2.0,4,8.2,5.9,7.1,163
2.5,4,8.7,6.5,7.7,177
2.5,4,8.2,6.0,7.2,166
2.5,4,9.2,6.6,8.1,186
2.5,4,10.7,8.2,9.6,221
2.5,4,11.1,8.3,9.8,225
2.5,4,8.8,6.1,7.6,175
2.5,4,9.4,6.4,8.1,186
2.5,4,8.4,5.9,7.3,168
2.0,4,11.5,8.5,10.1,232
2.0,4,10.5,8.5,9.6,221
2.0,4,11.1,8.4,9.9,228
2.0,4,9.2,6.6,8.0,184
2.0,4,10.0,7.5,8.9,205
1.8,4,10.9,7.5,9.4,216
2.0,4,10.1,7.8,9.0,207
3.5,6,12.1,8.7,10.6,244
3.5,6,12.1,8.6,10.5,242
3.0,6,11.1,8.4,9.9,228
6.2,8,17.9,12.3,15.4,354
2.0,4,9.4,6.4,8.1,186
2.0,4,9.9,7.4,8.8,202
2.0,4,10.2,7.7,9.1,209
3.0,6,12.1,8.5,10.5,242
4.7,8,14.5,10.1,12.5,288
5.5,8,15.1,10.8,13.1,301
2.1,4,8.6,5.9,7.4,200
3.5,6,11.9,8.2,10.2,235
3.0,6,12.0,8.5,10.4,239
3.5,6,12.4,8.8,10.8,248
3.5,6,11.5,8.1,10.0,230
3.5,6,11.8,8.3,10.2,235
4.7,8,12.9,9.6,11.4,262
4.7,8,13.7,9.2,11.7,269
4.7,8,13.3,8.9,11.4,262
5.5,8,15.3,10.8,13.3,306
5.5,8,15.2,11.0,13.3,306
5.5,8,19.9,16.1,18.2,419
5.5,8,20.0,16.6,18.5,426
3.0,6,13.6,10.0,12.0,324
3.0,6,15.2,12.6,14.0,322
4.7,8,17.5,13.2,15.6,359
5.5,8,18.2,14.0,16.3,375
2.0,4,9.8,7.4,8.7,200
2.0,4,10.5,8.1,9.4,216
2.1,4,9.6,7.0,8.5,230
3.5,6,12.6,9.6,11.2,258
3.0,6,11.8,8.5,10.3,278
3.0,6,13.3,10.4,12.0,276
4.7,8,16.3,11.8,14.2,327
5.5,8,17.3,13.5,15.6,359
4.7,6,12.6,8.6,10.8,248
4.7,8,14.4,9.8,12.3,283
4.7,8,14.8,9.8,12.5,288
4.7,8,14.7,9.1,12.2,281
6.0,12,18.1,11.0,14.9,343
5.5,8,15.7,10.1,13.2,304
5.5,8,15.7,10.1,13.2,304
6.0,12,18.5,11.8,15.5,357
6.0,12,18.0,11.3,15.0,345
4.7,8,13.8,9.5,11.9,274
5.5,8,14.7,9.5,12.4,285
6.0,12,16.7,11.2,14.2,327
1.8,4,10.4,7.2,9.0,207
1.8,4,10.4,7.2,9.0,207
3.5,6,11.1,8.1,9.8,225
5.5,8,12.4,8.5,10.6,244
6.2,8,18.1,12.6,15.6,359
6.2,8,18.1,12.6,15.6,359
1.5,3,8.5,6.3,7.5,172
1.5,3,8.1,5.9,7.1,163
1.5,3,8.5,6.3,7.5,172
1.5,3,8.2,5.9,7.2,166
1.6,4,8.6,6.5,7.7,177
1.6,4,8.4,6.4,7.5,172
1.6,4,9.4,7.9,8.7,200
1.6,4,8.4,6.4,7.5,172
1.6,4,8.5,6.5,7.6,175
1.6,4,8.0,6.4,7.3,168
1.6,4,9.4,7.9,8.7,200
1.6,4,8.4,6.4,7.5,172
1.6,4,8.6,6.5,7.7,177
1.6,4,8.4,6.4,7.5,172
2.0,4,9.2,7.0,8.2,189
2.0,4,10.0,7.0,8.6,198
2.0,4,9.2,7.0,8.2,189
2.0,4,10.0,7.0,8.6,198
1.6,4,9.2,6.8,8.1,186
1.6,4,9.1,6.8,8.1,186
1.6,4,10.1,7.8,9.0,207
1.6,4,9.5,7.7,8.7,200
1.6,4,9.2,6.8,8.1,186
1.6,4,9.1,6.8,8.1,186
1.6,4,10.1,7.8,9.0,207
1.6,4,9.5,7.7,8.7,200
1.6,4,9.2,6.8,8.1,186
1.6,4,9.1,6.8,8.1,186
2.0,4,9.3,7.3,8.4,193
2.0,4,10.4,7.7,9.2,212
1.6,4,9.2,6.8,8.1,186
1.6,4,9.1,6.8,8.1,186
1.6,4,10.1,7.8,9.0,207
1.6,4,9.5,7.7,8.7,200
1.6,4,9.2,6.8,8.1,186
1.6,4,9.1,6.8,8.1,186
1.6,4,10.1,7.8,9.0,207
1.6,4,9.5,7.7,8.7,200
1.6,4,9.2,6.8,8.1,186
1.6,4,9.1,6.8,8.1,186
2.0,4,9.2,6.9,8.2,189
2.0,4,9.6,6.9,8.4,193
2.4,4,10.5,8.2,9.5,219
2.0,4,14.2,10.5,12.5,288
2.0,4,14.0,10.3,12.3,283
2.0,4,13.4,9.4,11.6,267
2.0,4,9.6,7.3,8.6,198
2.0,4,9.8,7.1,8.6,198
1.2,3,6.4,5.3,5.9,136
1.2,3,7.0,5.5,6.4,147
2.4,4,9.5,7.5,8.6,198
2.4,4,9.9,8.1,9.1,209
3.0,6,11.5,8.4,10.1,232
2.0,4,9.3,7.3,8.4,193
2.0,4,9.9,7.6,8.8,202
2.0,4,9.6,7.7,8.8,202
2.4,4,10.4,8.5,9.6,221
3.7,6,12.6,9.2,11.1,255
3.7,6,13.3,9.3,11.5,264
3.7,6,13.0,9.6,11.5,264
3.7,6,13.6,9.7,11.8,271
2.5,4,8.7,6.2,7.6,175
3.5,6,10.3,7.4,9.0,207
5.6,8,19.2,13.4,16.6,382
2.5,4,13.7,10.6,12.3,283
2.5,4,12.2,10.2,11.3,260
4.0,6,14.8,10.3,12.7,292
4.0,6,15.7,11.3,13.7,315
4.0,6,15.0,11.2,13.3,306
3.8,6,14.3,10.5,12.6,290
1.6,4,8.5,7.2,7.9,182
1.6,4,8.4,6.9,7.7,177
1.6,4,8.8,7.5,8.2,189
1.6,4,8.9,7.5,8.3,191
1.6,4,9.4,8.1,8.8,202
1.6,4,8.8,6.6,7.8,179
1.6,4,8.6,6.6,7.7,177
3.5,6,11.0,8.2,9.8,225
3.5,6,11.2,8.3,9.9,228
2.0,4,9.7,9.0,9.4,216
3.5,6,11.9,8.6,10.4,239
3.5,6,12.1,8.9,10.7,246
3.5,6,12.7,9.0,11.0,253
2.5,4,9.1,8.5,8.8,202
3.5,6,12.0,8.7,10.5,242
2.5,4,9.2,7.2,8.3,191
2.5,4,9.5,7.4,8.5,196
5.6,8,18.4,13.3,16.1,370
5.6,8,19.7,14.3,17.2,396
1.8,4,8.0,6.1,7.2,166
1.8,4,8.9,6.6,7.9,182
1.6,4,7.5,6.0,6.8,156
1.6,4,8.6,6.5,7.7,177
4.0,6,16.0,12.0,14.2,327
4.0,6,16.0,12.3,14.4,331
3.4,6,11.6,8.4,10.1,232
3.4,6,12.3,8.6,10.6,244
3.4,6,11.5,8.3,10.1,232
3.4,6,12.3,8.7,10.7,246
3.4,6,11.6,8.5,10.2,235
3.4,6,12.3,8.7,10.7,246
3.4,6,11.9,8.7,10.5,242
3.4,6,12.5,9.0,10.9,251
3.8,6,12.6,9.2,11.1,255
3.8,6,13.0,9.2,11.3,260
3.8,6,13.1,9.4,11.4,262
3.8,6,13.4,9.3,11.6,267
3.8,6,12.2,8.9,10.7,246
3.8,6,12.6,8.9,11.0,253
3.8,6,12.5,9.0,11.0,253
3.8,6,12.9,9.2,11.2,258
3.8,6,12.6,9.0,11.0,253
3.8,6,12.9,9.0,11.2,258
3.8,6,12.6,9.2,11.1,255
3.8,6,13.4,9.3,11.6,267
3.8,6,11.9,8.7,10.5,242
3.8,6,12.4,8.7,10.7,246
3.8,6,12.2,8.7,10.6,244
3.8,6,12.5,8.9,10.9,251
3.8,6,16.0,11.5,14.0,322
3.4,6,12.3,8.9,10.8,248
3.4,6,12.9,9.0,11.1,255
3.8,6,12.8,9.3,11.2,258
3.8,6,13.1,9.2,11.4,262
3.8,6,13.7,9.6,11.9,274
3.8,6,13.7,9.6,11.9,274
3.8,6,13.7,9.6,11.9,274
3.8,6,13.7,9.6,11.9,274
2.7,6,10.7,7.4,9.2,212
2.7,6,11.5,7.9,9.9,228
3.4,6,10.9,7.7,9.5,218
3.4,6,12.1,8.9,10.7,246
3.4,6,11.3,7.9,9.8,225
3.4,6,11.9,8.6,10.4,239
3.0,6,11.8,8.1,10.2,277
3.6,6,14.3,9.6,12.2,286
4.8,8,16.7,11.2,14.2,327
2.7,6,10.7,7.4,9.2,212
2.7,6,11.5,7.9,9.9,228
3.4,6,10.9,7.7,9.5,218
3.4,6,12.1,8.9,10.7,246
3.4,6,11.3,7.9,9.8,225
3.4,6,11.9,8.6,10.4,239
3.0,6,13.7,10.3,12.2,281
3.6,6,14.2,10.1,12.3,283
3.6,6,12.9,8.4,10.9,251
3.6,6,13.1,8.7,11.1,255
3.0,6,13.4,8.8,11.4,262
3.0,6,13.7,8.9,11.5,264
4.8,8,15.1,9.7,12.7,292
3.0,6,13.4,8.8,11.4,262
4.8,8,15.3,9.7,12.8,294
4.8,8,15.4,9.8,12.9,297
4.8,8,15.3,9.7,12.8,294
4.8,8,15.4,9.8,12.9,297
3.6,6,13.9,9.5,11.9,274
3.6,6,13.9,9.5,11.9,274
3.6,6,19.4,13.6,16.8,269
3.6,6,12.9,9.3,11.3,260
5.7,8,17.1,12.0,14.8,340
5.7,8,15.7,10.9,13.6,313
3.0,6,11.5,8.4,10.1,273
3.0,6,11.3,8.0,9.8,265
3.6,6,14.6,10.1,12.6,290
3.6,6,14.6,10.1,12.6,290
3.6,6,20.5,14.5,17.8,285
5.7,8,17.7,12.7,15.4,354
5.7,8,16.2,11.5,14.1,324
3.0,6,12.1,8.8,10.6,286
3.6,6,13.3,9.1,11.4,262
3.6,6,18.6,12.7,15.9,254
2.4,4,11.2,8.1,9.8,225
6.6,12,19.2,12.4,16.1,370
6.6,12,19.2,12.4,16.1,370
6.7,12,20.9,12.7,17.2,396
6.7,12,20.7,12.9,17.2,396
6.7,12,20.9,12.7,17.2,396
6.7,12,20.7,12.9,17.2,396
6.6,12,18.7,11.8,15.6,359
2.0,4,9.6,7.0,8.4,193
2.0,4,10.9,7.9,9.6,221
1.3,4,6.5,6.3,6.4,147
2.5,4,10.2,7.6,9.0,207
2.5,4,10.2,7.7,9.0,207
2.4,4,10.9,8.5,9.8,225
2.4,4,10.8,8.5,9.8,225
1.0,3,6.8,6.2,6.5,150
1.0,3,6.8,6.2,6.5,150
2.0,4,9.6,7.0,8.4,193
2.0,4,10.9,7.9,9.6,221
2.0,4,10.2,8.5,9.4,216
2.5,4,9.6,7.5,8.7,200
2.5,4,10.6,8.4,9.6,221
2.0,4,8.5,6.4,7.6,175
2.0,4,9.5,7.0,8.4,193
